,Anchor,Positive
5,627,389
6,627,680
7,627,448
8,627,797
9,627,437
0,706,292
0,963,724
1,963,359
2,963,556
3,963,144
4,963,251
5,963,866
6,963,600
7,963,795
0,840,557
1,840,705
2,840,760
3,840,833
0,170,240
1,170,885
2,170,601
3,170,166
4,170,197
5,170,161
6,170,723
7,170,550
8,170,391
9,170,856
0,472,640
1,472,885
2,472,610
3,472,783
4,472,515
5,472,723
6,472,837
7,472,147
8,472,732
0,559,727
1,559,602
2,559,124
3,559,761
4,559,331
5,559,410
6,559,954
7,559,83
8,559,801
9,559,995
0,9,705
1,9,760
2,9,833
3,9,572
0,334,826
1,334,802
2,334,658
0,307,640
1,307,240
2,307,885
3,307,601
4,307,610
5,307,515
6,307,723
7,307,837
8,307,856
9,307,147
0,188,640
1,188,885
2,188,610
3,188,783
4,188,515
5,188,723
6,188,837
7,188,147
8,188,732
0,578,593
1,578,707
2,578,607
3,578,974
4,578,468
5,578,263
6,578,418
7,578,462
0,878,647
1,878,611
2,878,922
3,878,747
4,878,308
5,878,389
6,878,680
7,878,448
8,878,797
9,878,437
0,788,59
1,788,44
2,788,292
0,979,414
1,979,647
2,979,790
3,979,429
4,979,504
5,979,389
6,979,448
7,979,797
8,979,437
9,979,259
0,528,834
1,528,252
2,528,359
3,528,556
4,528,144
5,528,251
6,528,866
7,528,898
8,528,66
0,184,640
1,184,751
2,184,240
3,184,885
4,184,601
5,184,161
6,184,723
7,184,550
8,184,391
9,184,856
0,588,414
1,588,647
2,588,790
3,588,429
4,588,504
5,588,161
6,588,797
7,588,437
8,588,259
9,588,664
0,143,724
1,143,359
2,143,556
3,143,144
4,143,866
5,143,600
6,143,733
7,143,795
0,949,301
1,949,667
2,949,523
3,949,480
4,949,258
5,949,537
0,558,667
1,558,523
2,558,480
3,558,537
4,558,612
0,594,414
1,594,647
2,594,790
3,594,429
4,594,504
5,594,389
6,594,680
7,594,448
8,594,797
9,594,437
0,813,475
1,813,500
2,813,707
3,813,521
4,813,189
5,813,909
6,813,64
7,813,462
8,813,369
0,731,727
1,731,602
2,731,124
3,731,761
4,731,331
5,731,410
6,731,954
7,731,801
8,731,898
9,731,66
0,597,802
1,597,317
2,597,658
0,580,790
1,580,429
2,580,504
3,580,751
4,580,240
5,580,161
6,580,550
7,580,391
8,580,259
9,580,856
0,754,647
1,754,922
2,754,466
3,754,389
4,754,680
5,754,448
6,754,582
7,754,702
0,4,557
1,4,306
2,4,760
3,4,141
4,4,296
0,653,70
0,720,414
1,720,647
2,720,790
3,720,429
4,720,504
5,720,389
6,720,448
7,720,797
8,720,437
9,720,259
0,827,826
1,827,802
2,827,317
3,827,658
0,598,593
1,598,707
2,598,607
3,598,974
4,598,468
5,598,263
6,598,418
7,598,733
0,535,834
1,535,252
2,535,359
3,535,556
4,535,144
5,535,251
6,535,866
7,535,898
8,535,66
0,759,640
1,759,885
2,759,610
3,759,783
4,759,515
5,759,723
6,759,837
7,759,147
8,759,732
0,454,557
1,454,306
2,454,141
3,454,296
0,542,59
1,542,292
0,495,500
1,495,707
2,495,521
3,495,974
4,495,909
5,495,64
6,495,462
7,495,369
0,621,647
1,621,922
2,621,466
3,621,634
4,621,389
5,621,680
6,621,448
7,621,582
8,621,702
0,194,500
1,194,707
2,194,521
3,194,909
4,194,64
5,194,462
6,194,369
7,194,539
0,543,593
1,543,707
2,543,607
3,543,974
4,543,468
5,543,263
6,543,418
7,543,462
0,182,602
1,182,614
2,182,466
3,182,389
4,182,680
5,182,83
6,182,801
7,182,995
0,648,751
1,648,240
2,648,885
3,648,601
4,648,166
5,648,161
6,648,723
7,648,550
8,648,391
9,648,856
0,674,593
1,674,724
2,674,607
3,674,359
4,674,866
5,674,468
6,674,263
7,674,733
8,674,455
0,273,475
1,273,500
2,273,707
3,273,521
4,273,189
5,273,909
6,273,64
7,273,462
8,273,369
0,174,570
1,174,603
2,174,667
3,174,523
4,174,189
5,174,480
6,174,537
0,853,647
1,853,922
2,853,747
3,853,634
4,853,15
5,853,389
6,853,680
7,853,448
8,853,797
9,853,437
0,54,834
1,54,172
2,54,252
3,54,359
4,54,556
5,54,144
6,54,251
7,54,866
8,54,898
9,54,66
0,884,826
1,884,779
2,884,658
0,935,727
1,935,602
2,935,124
3,935,331
4,935,614
5,935,410
6,935,954
7,935,83
8,935,801
9,935,995
0,946,570
1,946,603
2,946,521
3,946,523
4,946,189
5,946,909
6,946,64
7,946,612
0,13,414
1,13,647
2,13,790
3,13,429
4,13,504
5,13,161
6,13,797
7,13,437
8,13,259
9,13,664
0,861,834
1,861,172
2,861,252
3,861,556
4,861,144
5,861,251
6,861,898
7,861,66
8,861,600
0,56,292
0,289,790
1,289,429
2,289,504
3,289,751
4,289,240
5,289,161
6,289,550
7,289,391
8,289,259
9,289,856
0,766,475
1,766,500
2,766,707
3,766,521
4,766,189
5,766,909
6,766,64
7,766,462
8,766,369
0,677,572
0,412,834
1,412,252
2,412,359
3,412,556
4,412,144
5,412,251
6,412,866
7,412,898
8,412,66
0,624,593
1,624,724
2,624,607
3,624,359
4,624,468
5,624,263
6,624,418
7,624,733
8,624,455
0,656,640
1,656,751
2,656,240
3,656,885
4,656,601
5,656,161
6,656,723
7,656,550
8,656,391
9,656,856
0,313,640
1,313,885
2,313,610
3,313,783
4,313,515
5,313,723
6,313,837
7,313,147
8,313,732
0,230,802
1,230,317
2,230,658
0,62,727
1,62,602
2,62,124
3,62,761
4,62,331
5,62,410
6,62,954
7,62,83
8,62,801
9,62,139
0,948,647
1,948,922
2,948,466
3,948,634
4,948,389
5,948,680
6,948,448
7,948,582
8,948,702
0,89,790
1,89,429
2,89,504
3,89,751
4,89,240
5,89,161
6,89,550
7,89,797
8,89,391
9,89,437
0,137,640
1,137,240
2,137,885
3,137,601
4,137,610
5,137,515
6,137,723
7,137,837
8,137,856
9,137,215
0,849,640
1,849,885
2,849,610
3,849,783
4,849,515
5,849,723
6,849,837
7,849,856
8,849,147
0,822,593
1,822,724
2,822,607
3,822,974
4,822,468
5,822,263
6,822,418
7,822,733
0,757,414
1,757,647
2,757,790
3,757,429
4,757,504
5,757,389
6,757,448
7,757,797
8,757,437
9,757,259
0,652,834
1,652,252
2,652,359
3,652,556
4,652,144
5,652,251
6,652,866
7,652,898
8,652,66
0,191,826
1,191,779
2,191,211
3,191,258
4,191,630
5,191,312
0,237,593
1,237,724
2,237,607
3,237,974
4,237,468
5,237,263
6,237,418
7,237,733
0,899,826
1,899,802
2,899,317
3,899,658
0,780,911
1,780,557
2,780,306
3,780,760
4,780,141
5,780,833
0,368,603
1,368,667
2,368,523
3,368,480
4,368,537
5,368,612
0,701,59
1,701,44
2,701,292
0,973,517
1,973,815
0,74,727
1,74,602
2,74,124
3,74,761
4,74,331
5,74,410
6,74,954
7,74,801
8,74,66
9,74,139
0,510,640
1,510,240
2,510,885
3,510,601
4,510,610
5,510,515
6,510,723
7,510,837
8,510,856
9,510,215
0,349,790
1,349,429
2,349,504
3,349,751
4,349,831
5,349,161
6,349,550
7,349,797
8,349,391
9,349,437
0,914,475
1,914,500
2,914,707
3,914,603
4,914,521
5,914,189
6,914,909
7,914,64
8,914,462
9,914,369
0,918,359
1,918,556
2,918,144
3,918,251
4,918,866
5,918,898
6,918,66
0,622,952
1,622,826
2,622,779
3,622,211
4,622,258
5,622,312
6,622,347
0,925,640
1,925,885
2,925,610
3,925,783
4,925,515
5,925,723
6,925,837
7,925,856
8,925,147
0,983,70
0,503,414
1,503,647
2,503,790
3,503,429
4,503,504
5,503,161
6,503,797
7,503,437
8,503,259
9,503,664
0,561,647
1,561,922
2,561,466
3,561,634
4,561,389
5,561,680
6,561,448
7,561,582
8,561,702
0,796,870
1,796,815
0,321,727
1,321,602
2,321,124
3,321,761
4,321,331
5,321,410
6,321,954
7,321,83
8,321,801
9,321,139
0,807,640
1,807,751
2,807,240
3,807,885
4,807,601
5,807,161
6,807,723
7,807,550
8,807,391
9,807,856
0,254,727
1,254,602
2,254,124
3,254,761
4,254,331
5,254,410
6,254,954
7,254,898
8,254,66
9,254,139
0,839,593
1,839,724
2,839,607
3,839,468
4,839,263
5,839,418
6,839,733
7,839,455
0,225,593
1,225,724
2,225,607
3,225,468
4,225,263
5,225,418
6,225,733
7,225,455
0,937,124
1,937,761
2,937,331
3,937,172
4,937,252
5,937,251
6,937,410
7,937,954
8,937,898
9,937,66
0,183,826
1,183,667
2,183,779
3,183,211
4,183,258
5,183,537
0,31,826
1,31,779
2,31,211
0,149,466
1,149,389
2,149,680
3,149,448
4,149,83
5,149,582
0,461,727
1,461,602
2,461,331
3,461,614
4,461,466
5,461,680
6,461,954
7,461,83
8,461,801
9,461,995
0,625,727
1,625,602
2,625,124
3,625,761
4,625,331
5,625,410
6,625,954
7,625,801
8,625,66
9,625,139
0,322,593
1,322,707
2,322,974
3,322,468
4,322,263
5,322,418
6,322,462
0,687,593
1,687,707
2,687,607
3,687,974
4,687,468
5,687,263
6,687,418
7,687,462
0,316,640
1,316,885
2,316,610
3,316,783
4,316,515
5,316,723
6,316,837
7,316,856
8,316,147
0,0,790
1,0,429
2,0,504
3,0,751
4,0,831
5,0,161
6,0,550
7,0,797
8,0,391
9,0,437
0,234,647
1,234,922
2,234,466
3,234,634
4,234,389
5,234,680
6,234,448
7,234,582
8,234,702
0,660,414
1,660,647
2,660,790
3,660,429
4,660,504
5,660,389
6,660,448
7,660,797
8,660,437
9,660,259
0,989,727
1,989,602
2,989,124
3,989,331
4,989,614
5,989,954
6,989,83
7,989,801
8,989,995
9,989,82
0,53,570
1,53,603
2,53,521
3,53,523
4,53,189
5,53,480
6,53,909
7,53,64
0,283,647
1,283,922
2,283,466
3,283,634
4,283,389
5,283,680
6,283,448
7,283,582
8,283,702
0,401,727
1,401,602
2,401,124
3,401,331
4,401,614
5,401,410
6,401,954
7,401,83
8,401,801
9,401,995
0,164,640
1,164,751
2,164,240
3,164,885
4,164,601
5,164,161
6,164,723
7,164,550
8,164,391
9,164,856
0,619,640
1,619,885
2,619,610
3,619,783
4,619,515
5,619,723
6,619,837
7,619,147
8,619,732
0,891,727
1,891,602
2,891,124
3,891,331
4,891,614
5,891,410
6,891,954
7,891,83
8,891,801
9,891,995
0,281,647
1,281,466
2,281,389
3,281,680
4,281,448
5,281,83
6,281,582
0,587,414
1,587,647
2,587,790
3,587,429
4,587,504
5,587,389
6,587,448
7,587,797
8,587,437
9,587,259
0,26,111
1,26,515
2,26,837
3,26,590
4,26,379
0,114,602
1,114,331
2,114,614
3,114,466
4,114,680
5,114,83
6,114,801
7,114,995
8,114,82
0,871,414
1,871,647
2,871,790
3,871,429
4,871,504
5,871,389
6,871,680
7,871,448
8,871,797
9,871,437
0,859,667
1,859,523
2,859,480
3,859,537
4,859,630
0,104,724
1,104,359
2,104,556
3,104,144
4,104,251
5,104,866
6,104,600
7,104,733
0,269,790
1,269,429
2,269,751
3,269,240
4,269,601
5,269,161
6,269,550
7,269,391
8,269,259
9,269,856
0,737,802
1,737,317
2,737,675
3,737,658
0,310,572
0,222,640
1,222,885
2,222,610
3,222,783
4,222,515
5,222,723
6,222,837
7,222,856
8,222,147
0,365,647
1,365,922
2,365,466
3,365,634
4,365,389
5,365,680
6,365,448
7,365,582
8,365,702
0,787,593
1,787,724
2,787,607
3,787,974
4,787,468
5,787,263
6,787,418
7,787,733
0,198,593
1,198,724
2,198,607
3,198,974
4,198,468
5,198,263
6,198,418
7,198,733
0,782,647
1,782,831
2,782,611
3,782,922
4,782,747
5,782,389
6,782,680
7,782,448
8,782,797
9,782,437
0,803,240
1,803,885
2,803,601
3,803,166
4,803,197
5,803,161
6,803,723
7,803,550
8,803,391
9,803,259
0,756,414
1,756,647
2,756,790
3,756,429
4,756,504
5,756,389
6,756,448
7,756,797
8,756,437
9,756,259
0,338,802
1,338,317
2,338,658
0,511,911
1,511,306
2,511,141
3,511,675
4,511,296
0,666,603
1,666,667
2,666,523
3,666,480
4,666,537
5,666,612
0,999,911
1,999,910
2,999,675
3,999,296
0,745,727
1,745,602
2,745,124
3,745,331
4,745,614
5,745,410
6,745,954
7,745,83
8,745,801
9,745,995
0,125,761
1,125,172
2,125,252
3,125,842
4,125,556
5,125,144
6,125,251
7,125,410
8,125,898
9,125,66
0,956,301
1,956,667
2,956,523
3,956,480
4,956,211
5,956,258
0,28,724
1,28,359
2,28,556
3,28,144
4,28,251
5,28,866
6,28,600
7,28,733
0,784,292
0,497,466
1,497,389
2,497,680
3,497,448
4,497,83
5,497,582
0,239,834
1,239,724
2,239,607
3,239,359
4,239,866
5,239,600
6,239,733
7,239,455
8,239,396
0,692,593
1,692,707
2,692,974
3,692,468
4,692,263
5,692,418
6,692,462
0,907,667
1,907,779
2,907,480
3,907,211
4,907,258
0,489,603
1,489,667
2,489,523
3,489,480
4,489,537
5,489,612
0,425,593
1,425,707
2,425,607
3,425,974
4,425,468
5,425,263
6,425,418
7,425,733
0,726,414
1,726,647
2,726,790
3,726,429
4,726,504
5,726,389
6,726,448
7,726,797
8,726,437
9,726,259
0,532,647
1,532,922
2,532,466
3,532,634
4,532,389
5,532,680
6,532,448
7,532,582
8,532,702
0,287,870
1,287,815
0,654,252
1,654,359
2,654,556
3,654,144
4,654,251
5,654,866
6,654,898
7,654,66
0,280,570
1,280,603
2,280,521
3,280,523
4,280,189
5,280,909
6,280,64
7,280,612
0,430,603
1,430,667
2,430,523
3,430,480
4,430,537
5,430,612
0,643,727
1,643,602
2,643,124
3,643,331
4,643,614
5,643,410
6,643,954
7,643,83
8,643,801
9,643,995
0,177,111
1,177,590
2,177,379
3,177,458
4,177,750
0,187,790
1,187,429
2,187,504
3,187,831
4,187,611
5,187,161
6,187,550
7,187,797
8,187,391
9,187,437
0,769,602
1,769,614
2,769,466
3,769,680
4,769,83
5,769,801
6,769,995
7,769,82
0,857,570
1,857,603
2,857,521
3,857,523
4,857,189
5,857,909
6,857,64
7,857,612
0,824,826
1,824,667
2,824,779
3,824,211
4,824,258
5,824,537
0,17,70
0,484,790
1,484,429
2,484,504
3,484,751
4,484,831
5,484,161
6,484,550
7,484,797
8,484,391
9,484,437
0,245,414
1,245,647
2,245,790
3,245,429
4,245,504
5,245,389
6,245,448
7,245,797
8,245,437
9,245,259
0,415,80
1,415,753
2,415,73
0,397,252
1,397,359
2,397,556
3,397,144
4,397,251
5,397,866
6,397,898
7,397,66
0,107,80
1,107,59
2,107,44
3,107,73
0,609,414
1,609,647
2,609,790
3,609,429
4,609,504
5,609,389
6,609,448
7,609,797
8,609,437
9,609,259
0,749,500
1,749,707
2,749,521
3,749,974
4,749,909
5,749,64
6,749,462
7,749,369
0,959,475
1,959,500
2,959,707
3,959,521
4,959,189
5,959,909
6,959,64
7,959,462
8,959,369
0,38,414
1,38,647
2,38,790
3,38,429
4,38,504
5,38,161
6,38,448
7,38,797
8,38,437
9,38,259
0,608,124
1,608,761
2,608,331
3,608,172
4,608,252
5,608,410
6,608,954
7,608,898
8,608,66
9,608,139
0,541,727
1,541,602
2,541,124
3,541,761
4,541,331
5,541,410
6,541,954
7,541,898
8,541,66
9,541,139
0,940,603
1,940,667
2,940,523
3,940,480
4,940,537
5,940,612
0,547,647
1,547,922
2,547,466
3,547,634
4,547,389
5,547,680
6,547,448
7,547,582
8,547,702
0,115,667
1,115,523
2,115,480
3,115,537
4,115,630
0,60,414
1,60,647
2,60,504
3,60,831
4,60,611
5,60,389
6,60,680
7,60,448
8,60,797
9,60,437
0,501,572
0,512,593
1,512,724
2,512,607
3,512,974
4,512,468
5,512,263
6,512,418
7,512,733
0,663,790
1,663,429
2,663,504
3,663,751
4,663,240
5,663,161
6,663,550
7,663,391
8,663,259
9,663,856
0,605,593
1,605,707
2,605,607
3,605,974
4,605,468
5,605,263
6,605,418
7,605,462
0,743,724
1,743,607
2,743,359
3,743,144
4,743,866
5,743,600
6,743,733
7,743,795
0,478,790
1,478,429
2,478,504
3,478,751
4,478,240
5,478,161
6,478,550
7,478,391
8,478,259
9,478,856
0,703,724
1,703,607
2,703,359
3,703,866
4,703,600
5,703,733
6,703,455
7,703,396
0,673,124
1,673,761
2,673,172
3,673,252
4,673,842
5,673,251
6,673,410
7,673,954
8,673,898
9,673,66
0,848,414
1,848,647
2,848,790
3,848,429
4,848,504
5,848,389
6,848,680
7,848,448
8,848,797
9,848,437
0,77,911
1,77,306
2,77,141
3,77,296
0,716,475
1,716,500
2,716,707
3,716,521
4,716,189
5,716,909
6,716,64
7,716,462
8,716,369
0,214,570
1,214,603
2,214,521
3,214,523
4,214,189
5,214,909
6,214,64
7,214,612
0,112,59
1,112,44
2,112,292
0,55,640
1,55,751
2,55,240
3,55,885
4,55,601
5,55,515
6,55,723
7,55,837
8,55,856
9,55,215
0,123,640
1,123,751
2,123,240
3,123,885
4,123,601
5,123,515
6,123,723
7,123,837
8,123,856
9,123,215
0,794,475
1,794,500
2,794,707
3,794,521
4,794,189
5,794,909
6,794,64
7,794,462
8,794,369
0,403,640
1,403,751
2,403,240
3,403,885
4,403,601
5,403,515
6,403,723
7,403,550
8,403,391
9,403,856
0,438,570
1,438,603
2,438,523
3,438,189
4,438,480
5,438,612
6,438,777
0,508,647
1,508,831
2,508,611
3,508,922
4,508,747
5,508,389
6,508,680
7,508,448
8,508,797
9,508,437
0,694,834
1,694,252
2,694,359
3,694,556
4,694,144
5,694,251
6,694,866
7,694,898
8,694,66
0,971,815
0,132,593
1,132,724
2,132,607
3,132,974
4,132,468
5,132,263
6,132,418
7,132,733
0,709,761
1,709,172
2,709,252
3,709,842
4,709,556
5,709,144
6,709,251
7,709,410
8,709,898
9,709,66
0,774,647
1,774,922
2,774,466
3,774,634
4,774,15
5,774,389
6,774,680
7,774,448
8,774,437
9,774,582
0,628,826
1,628,779
2,628,658
0,644,727
1,644,602
2,644,124
3,644,331
4,644,614
5,644,410
6,644,954
7,644,83
8,644,801
9,644,995
0,519,640
1,519,885
2,519,610
3,519,783
4,519,515
5,519,723
6,519,837
7,519,856
8,519,147
0,421,727
1,421,602
2,421,124
3,421,761
4,421,331
5,421,410
6,421,954
7,421,898
8,421,66
9,421,139
0,655,952
1,655,826
2,655,779
3,655,211
4,655,258
0,863,910
1,863,317
2,863,675
3,863,296
0,339,647
1,339,922
2,339,466
3,339,634
4,339,389
5,339,680
6,339,448
7,339,582
8,339,702
0,710,936
1,710,640
2,710,885
3,710,610
4,710,515
5,710,723
6,710,837
7,710,147
8,710,732
0,695,414
1,695,647
2,695,790
3,695,429
4,695,504
5,695,161
6,695,448
7,695,797
8,695,437
9,695,259
0,990,667
1,990,523
2,990,480
3,990,537
4,990,630
0,793,593
1,793,707
2,793,974
3,793,468
4,793,263
5,793,418
6,793,462
0,568,952
1,568,826
2,568,779
3,568,211
4,568,258
0,765,790
1,765,429
2,765,504
3,765,751
4,765,831
5,765,161
6,765,550
7,765,797
8,765,391
9,765,437
0,158,603
1,158,667
2,158,523
3,158,480
4,158,537
5,158,612
0,718,475
1,718,500
2,718,707
3,718,521
4,718,189
5,718,909
6,718,64
7,718,462
8,718,369
0,297,414
1,297,647
2,297,790
3,297,429
4,297,504
5,297,389
6,297,448
7,297,797
8,297,437
9,297,259
0,851,826
1,851,779
2,851,658
0,533,414
1,533,647
2,533,790
3,533,429
4,533,504
5,533,389
6,533,448
7,533,797
8,533,437
9,533,259
0,852,647
1,852,922
2,852,466
3,852,747
4,852,634
5,852,389
6,852,680
7,852,448
8,852,437
9,852,582
0,388,252
1,388,359
2,388,556
3,388,144
4,388,251
5,388,866
6,388,898
7,388,66
0,173,647
1,173,831
2,173,611
3,173,922
4,173,747
5,173,389
6,173,680
7,173,448
8,173,797
9,173,437
0,823,640
1,823,240
2,823,885
3,823,601
4,823,610
5,823,515
6,823,723
7,823,837
8,823,856
9,823,147
0,626,761
1,626,172
2,626,252
3,626,842
4,626,556
5,626,144
6,626,251
7,626,410
8,626,898
9,626,66
0,502,790
1,502,429
2,502,504
3,502,751
4,502,831
5,502,161
6,502,550
7,502,797
8,502,391
9,502,437
0,928,727
1,928,602
2,928,124
3,928,331
4,928,614
5,928,410
6,928,954
7,928,83
8,928,801
9,928,995
0,904,414
1,904,647
2,904,790
3,904,429
4,904,504
5,904,389
6,904,448
7,904,797
8,904,437
9,904,259
0,442,593
1,442,724
2,442,607
3,442,468
4,442,263
5,442,418
6,442,733
7,442,455
0,39,111
1,39,515
2,39,837
3,39,590
4,39,379
0,138,593
1,138,724
2,138,607
3,138,974
4,138,468
5,138,263
6,138,418
7,138,733
0,344,952
1,344,826
2,344,779
3,344,211
4,344,258
5,344,347
6,344,487
0,773,834
1,773,172
2,773,252
3,773,359
4,773,556
5,773,144
6,773,251
7,773,866
8,773,898
9,773,66
0,962,667
1,962,523
2,962,480
3,962,537
4,962,612
0,390,727
1,390,602
2,390,124
3,390,331
4,390,614
5,390,410
6,390,954
7,390,83
8,390,801
9,390,995
0,356,252
1,356,359
2,356,556
3,356,144
4,356,251
5,356,866
6,356,898
7,356,66
0,42,44
0,685,292
0,433,124
1,433,761
2,433,331
3,433,172
4,433,252
5,433,251
6,433,410
7,433,954
8,433,898
9,433,66
0,84,834
1,84,252
2,84,359
3,84,556
4,84,144
5,84,251
6,84,866
7,84,898
8,84,66
0,942,640
1,942,751
2,942,240
3,942,885
4,942,601
5,942,161
6,942,723
7,942,550
8,942,391
9,942,856
0,110,647
1,110,922
2,110,747
3,110,634
4,110,15
5,110,389
6,110,680
7,110,448
8,110,797
9,110,437
0,698,727
1,698,602
2,698,124
3,698,331
4,698,614
5,698,410
6,698,954
7,698,83
8,698,801
9,698,995
0,800,389
1,800,680
2,800,448
3,800,83
4,800,801
0,370,475
1,370,500
2,370,707
3,370,521
4,370,189
5,370,909
6,370,64
7,370,462
8,370,369
0,447,593
1,447,724
2,447,607
3,447,359
4,447,866
5,447,468
6,447,263
7,447,733
8,447,455
0,342,475
1,342,500
2,342,603
3,342,521
4,342,189
5,342,909
6,342,64
7,342,462
8,342,612
0,413,389
1,413,680
2,413,448
3,413,83
4,413,801
0,343,910
1,343,802
2,343,317
3,343,675
0,97,593
1,97,724
2,97,607
3,97,468
4,97,263
5,97,418
6,97,733
7,97,455
0,90,936
1,90,640
2,90,885
3,90,610
4,90,515
5,90,723
6,90,837
7,90,147
8,90,732
0,157,111
1,157,590
2,157,379
3,157,458
4,157,750
0,499,414
1,499,647
2,499,790
3,499,429
4,499,504
5,499,389
6,499,448
7,499,797
8,499,437
9,499,259
0,298,724
1,298,607
2,298,359
3,298,866
4,298,600
5,298,733
6,298,455
7,298,396
0,762,834
1,762,172
2,762,252
3,762,359
4,762,556
5,762,144
6,762,251
7,762,866
8,762,898
9,762,66
0,41,790
1,41,429
2,41,504
3,41,751
4,41,831
5,41,161
6,41,550
7,41,797
8,41,391
9,41,437
0,886,593
1,886,707
2,886,607
3,886,974
4,886,468
5,886,263
6,886,418
7,886,462
0,791,59
1,791,44
2,791,292
0,2,761
1,2,172
2,2,252
3,2,842
4,2,556
5,2,144
6,2,251
7,2,410
8,2,898
9,2,66
0,133,727
1,133,602
2,133,124
3,133,761
4,133,331
5,133,410
6,133,954
7,133,801
8,133,66
9,133,139
0,40,252
1,40,359
2,40,556
3,40,144
4,40,251
5,40,866
6,40,898
7,40,66
0,525,70
0,860,80
1,860,753
2,860,73
0,440,727
1,440,602
2,440,124
3,440,331
4,440,614
5,440,410
6,440,954
7,440,83
8,440,801
9,440,995
0,65,557
1,65,705
2,65,760
3,65,833
0,126,640
1,126,885
2,126,610
3,126,783
4,126,515
5,126,723
6,126,837
7,126,856
8,126,147
0,629,826
1,629,779
2,629,211
3,629,258
4,629,630
5,629,312
0,290,790
1,290,429
2,290,504
3,290,751
4,290,240
5,290,161
6,290,550
7,290,797
8,290,391
9,290,259
0,669,500
1,669,707
2,669,521
3,669,974
4,669,909
5,669,64
6,669,462
7,669,369
0,23,727
1,23,602
2,23,124
3,23,331
4,23,614
5,23,410
6,23,954
7,23,83
8,23,801
9,23,995
0,957,790
1,957,429
2,957,504
3,957,751
4,957,831
5,957,161
6,957,550
7,957,797
8,957,391
9,957,437
0,877,667
1,877,523
2,877,480
3,877,537
4,877,630
0,363,727
1,363,602
2,363,124
3,363,331
4,363,614
5,363,954
6,363,83
7,363,801
8,363,995
9,363,82
0,477,557
1,477,705
2,477,760
3,477,833
0,740,252
1,740,359
2,740,556
3,740,144
4,740,251
5,740,866
6,740,898
7,740,66
0,988,292
0,423,389
1,423,680
2,423,448
3,423,83
4,423,995
0,620,301
1,620,667
2,620,523
3,620,480
4,620,211
5,620,258
0,729,414
1,729,647
2,729,790
3,729,429
4,729,504
5,729,389
6,729,448
7,729,797
8,729,437
9,729,259
0,476,593
1,476,724
2,476,607
3,476,359
4,476,866
5,476,468
6,476,263
7,476,733
