,Anchor,Positive
2,24582,25084
3,24582,7171
4,24582,36651
5,24582,24059
6,24582,5619
7,24582,24057
8,24582,24094
9,24582,40463
0,17201,12046
1,17201,16688
2,17201,16195
3,17201,13776
4,17201,10502
5,17201,19529
6,17201,15787
7,17201,15744
8,17201,17093
9,17201,18570
0,5659,25045
1,5659,7376
2,5659,25084
3,5659,7171
4,5659,36651
5,5659,24059
6,5659,24057
7,5659,24094
8,5659,40463
9,5659,24072
0,7695,25045
1,7695,7376
2,7695,25084
3,7695,7171
4,7695,36651
5,7695,24059
6,7695,24057
7,7695,24094
8,7695,40463
9,7695,24072
0,16677,12046
1,16677,21047
2,16677,16688
3,16677,8179
4,16677,19802
5,16677,19529
6,16677,5619
7,16677,15787
8,16677,12002
9,16677,6959
0,12610,12046
1,12610,21047
2,12610,16688
3,12610,8179
4,12610,19802
5,12610,19529
6,12610,5619
7,12610,15787
8,12610,15744
9,12610,18570
0,29895,37598
1,29895,34021
2,29895,35280
3,29895,37774
4,29895,35120
5,29895,36978
6,29895,37416
7,29895,30270
8,29895,37005
9,29895,35068
0,38308,38197
1,38308,38523
2,38308,35991
3,38308,38225
4,38308,38737
5,38308,40144
6,38308,38653
7,38308,39010
8,38308,38155
9,38308,38571
0,20354,12046
1,20354,21047
2,20354,16688
3,20354,8179
4,20354,19802
5,20354,19529
6,20354,5619
7,20354,15787
8,20354,18570
9,20354,12002
0,38134,38045
1,38134,40433
2,38134,33431
3,38134,30898
4,38134,40189
5,38134,40144
6,38134,38653
7,38134,39313
8,38134,38155
9,38134,38571
0,32887,34021
1,32887,35280
2,32887,35120
3,32887,30693
4,32887,28411
5,32887,30065
6,32887,37416
7,32887,30270
8,32887,35068
9,32887,33908
0,41056,40669
1,41056,40431
2,41056,40911
3,41056,40516
4,41056,36779
5,41056,36391
6,41056,37710
7,41056,37524
8,41056,36224
9,41056,38400
0,27627,25045
1,27627,7376
2,27627,25084
3,27627,7171
4,27627,36651
5,27627,24059
6,27627,5619
7,27627,24057
8,27627,24094
9,27627,40463
0,36918,37598
1,36918,35280
2,36918,37774
3,36918,35120
4,36918,30693
5,36918,36978
6,36918,37416
7,36918,37005
8,36918,35068
9,36918,36790
0,1673,25045
1,1673,7376
2,1673,25084
3,1673,7171
4,1673,36651
5,1673,24059
6,1673,24057
7,1673,24094
8,1673,40463
9,1673,5780
0,23086,12046
1,23086,21047
2,23086,16688
3,23086,8179
4,23086,19802
5,23086,19529
6,23086,5619
7,23086,15787
8,23086,15744
9,23086,18570
0,1005,12046
1,1005,21047
2,1005,16688
3,1005,8179
4,1005,19802
5,1005,19529
6,1005,5619
7,1005,15787
8,1005,12002
9,1005,6959
0,8032,12046
1,8032,21047
2,8032,16688
3,8032,8179
4,8032,19802
5,8032,19529
6,8032,5619
7,8032,6959
8,8032,33174
9,8032,20343
0,1726,25045
1,1726,7376
2,1726,25084
3,1726,7171
4,1726,36651
5,1726,24059
6,1726,5619
7,1726,24057
8,1726,24094
9,1726,40463
0,1116,25045
1,1116,7376
2,1116,25084
3,1116,7171
4,1116,36651
5,1116,24059
6,1116,24057
7,1116,24094
8,1116,40463
9,1116,5780
0,15906,12046
1,15906,16688
2,15906,8088
3,15906,10798
4,15906,16195
5,15906,19529
6,15906,15787
7,15906,15744
8,15906,17093
9,15906,18570
0,3607,25045
1,3607,7376
2,3607,25084
3,3607,7171
4,3607,36651
5,3607,24059
6,3607,24057
7,3607,24094
8,3607,40463
9,3607,24072
0,950,25045
1,950,7376
2,950,25084
3,950,7171
4,950,36651
5,950,24059
6,950,24057
7,950,24094
8,950,40463
9,950,24072
0,22016,12046
1,22016,21047
2,22016,16688
3,22016,8179
4,22016,19802
5,22016,19529
6,22016,5619
7,22016,12002
8,22016,6959
9,22016,33174
0,3635,25045
1,3635,7376
2,3635,25084
3,3635,7171
4,3635,36651
5,3635,24059
6,3635,24057
7,3635,24094
8,3635,40463
9,3635,24072
0,21967,12046
1,21967,21047
2,21967,16688
3,21967,8179
4,21967,19802
5,21967,19529
6,21967,5619
7,21967,15787
8,21967,15744
9,21967,18570
0,26145,25045
1,26145,7376
2,26145,25084
3,26145,7171
4,26145,36651
5,26145,24059
6,26145,5619
7,26145,24057
8,26145,24094
9,26145,24072
0,21453,12046
1,21453,21047
2,21453,16688
3,21453,8179
4,21453,19802
5,21453,19529
6,21453,5619
7,21453,12002
8,21453,6959
9,21453,33174
0,16454,3868
1,16454,17612
2,16454,14813
3,16454,26849
4,16454,9150
5,16454,14592
6,16454,11790
7,16454,14262
8,16454,15378
9,16454,3436
0,23844,12046
1,23844,21047
2,23844,16688
3,23844,8179
4,23844,19802
5,23844,19529
6,23844,5619
7,23844,15787
8,23844,12002
9,23844,6959
0,11871,12046
1,11871,21047
2,11871,16688
3,11871,8179
4,11871,19802
5,11871,19529
6,11871,5619
7,11871,6959
8,11871,33174
9,11871,20343
0,21461,12046
1,21461,21047
2,21461,16688
3,21461,8179
4,21461,19802
5,21461,19529
6,21461,5619
7,21461,12002
8,21461,6959
9,21461,33174
0,28300,37598
1,28300,34021
2,28300,35280
3,28300,37774
4,28300,35120
5,28300,30065
6,28300,36978
7,28300,37416
8,28300,30270
9,28300,37005
0,31394,34021
1,31394,35280
2,31394,35120
3,31394,30693
4,31394,28411
5,31394,30065
6,31394,37416
7,31394,30270
8,31394,35068
9,31394,33908
0,5083,7527
1,5083,11763
2,5083,25045
3,5083,13275
4,5083,7376
5,5083,24059
6,5083,5619
7,5083,24057
8,5083,24094
9,5083,24072
0,25775,12046
1,25775,21047
2,25775,16688
3,25775,8179
4,25775,19802
5,25775,19529
6,25775,5619
7,25775,24057
8,25775,6959
9,25775,33174
0,2490,25045
1,2490,7376
2,2490,25084
3,2490,7171
4,2490,36651
5,2490,24059
6,2490,5619
7,2490,24057
8,2490,24094
9,2490,24072
0,38585,38045
1,38585,40433
2,38585,33431
3,38585,30898
4,38585,40189
5,38585,40144
6,38585,38653
7,38585,39313
8,38585,38155
9,38585,38571
0,29683,34021
1,29683,35280
2,29683,30267
3,29683,35120
4,29683,30693
5,29683,30065
6,29683,37416
7,29683,30270
8,29683,35068
9,29683,33908
0,3012,25045
1,3012,7376
2,3012,25084
3,3012,7171
4,3012,36651
5,3012,24059
6,3012,24057
7,3012,24094
8,3012,40463
9,3012,24072
0,37396,37598
1,37396,35280
2,37396,37774
3,37396,35120
4,37396,30693
5,37396,36978
6,37396,37416
7,37396,37005
8,37396,37543
9,37396,37277
0,30733,34021
1,30733,35280
2,30733,37774
3,30733,35120
4,30733,30693
5,30733,30065
6,30733,36978
7,30733,37416
8,30733,30270
9,30733,37005
0,7856,12046
1,7856,21047
2,7856,16688
3,7856,8179
4,7856,19802
5,7856,19529
6,7856,15787
7,7856,15744
8,7856,18570
9,7856,12002
0,39839,38045
1,39839,40433
2,39839,33431
3,39839,30898
4,39839,40669
5,39839,36391
6,39839,39313
7,39839,40203
8,39839,37710
9,39839,39753
0,6849,25045
1,6849,7376
2,6849,25084
3,6849,7171
4,6849,36651
5,6849,24059
6,6849,5619
7,6849,24057
8,6849,24094
9,6849,40463
0,38851,37598
1,38851,35280
2,38851,37774
3,38851,35120
4,38851,30693
5,38851,36978
6,38851,37416
7,38851,37005
8,38851,35068
9,38851,36790
0,22276,14949
1,22276,3868
2,22276,17612
3,22276,14813
4,22276,26849
5,22276,20579
6,22276,14592
7,22276,11790
8,22276,14262
9,22276,15378
0,14983,12046
1,14983,21047
2,14983,16688
3,14983,8179
4,14983,19802
5,14983,19529
6,14983,5619
7,14983,6959
8,14983,33174
9,14983,20343
0,25985,25045
1,25985,7376
2,25985,25084
3,25985,7171
4,25985,36651
5,25985,24059
6,25985,5619
7,25985,24057
8,25985,24094
9,25985,24072
0,25945,7527
1,25945,11763
2,25945,25045
3,25945,13275
4,25945,7376
5,25945,24059
6,25945,5619
7,25945,24057
8,25945,24094
9,25945,24072
0,37460,37598
1,37460,35280
2,37460,37774
3,37460,35120
4,37460,30693
5,37460,36978
6,37460,37416
7,37460,37005
8,37460,37543
9,37460,37277
0,5654,25045
1,5654,7376
2,5654,25084
3,5654,7171
4,5654,36651
5,5654,24059
6,5654,5619
7,5654,24057
8,5654,24094
9,5654,40463
0,25112,21047
1,25112,8179
2,25112,19802
3,25112,7527
4,25112,11763
5,25112,24059
6,25112,5619
7,25112,24057
8,25112,24094
9,25112,6959
0,27926,34021
1,27926,35280
2,27926,37774
3,27926,35120
4,27926,30693
5,27926,30065
6,27926,36978
7,27926,37416
8,27926,30270
9,27926,37005
0,29556,37598
1,29556,34021
2,29556,35280
3,29556,37774
4,29556,35120
5,29556,30065
6,29556,36978
7,29556,37416
8,29556,30270
9,29556,37005
0,2973,25045
1,2973,7376
2,2973,25084
3,2973,7171
4,2973,36651
5,2973,24059
6,2973,5619
7,2973,24057
8,2973,24094
9,2973,40463
0,18050,12046
1,18050,21047
2,18050,16688
3,18050,8179
4,18050,19802
5,18050,19529
6,18050,5619
7,18050,12002
8,18050,6959
9,18050,33174
0,9735,12046
1,9735,21047
2,9735,16688
3,9735,8179
4,9735,19802
5,9735,19529
6,9735,5619
7,9735,12002
8,9735,6959
9,9735,33174
0,23202,12046
1,23202,21047
2,23202,16688
3,23202,8179
4,23202,19802
5,23202,19529
6,23202,5619
7,23202,15787
8,23202,12002
9,23202,6959
0,424,25045
1,424,7376
2,424,25084
3,424,7171
4,424,36651
5,424,24059
6,424,24057
7,424,24094
8,424,40463
9,424,24072
0,12426,12046
1,12426,21047
2,12426,16688
3,12426,8179
4,12426,19802
5,12426,19529
6,12426,5619
7,12426,15787
8,12426,12002
9,12426,6959
0,11627,12046
1,11627,21047
2,11627,16688
3,11627,8179
4,11627,19802
5,11627,19529
6,11627,5619
7,11627,6959
8,11627,33174
9,11627,20343
0,1989,25045
1,1989,7376
2,1989,25084
3,1989,7171
4,1989,36651
5,1989,24059
6,1989,24057
7,1989,24094
8,1989,40463
9,1989,24072
0,11308,12046
1,11308,21047
2,11308,16688
3,11308,8179
4,11308,19802
5,11308,19529
6,11308,5619
7,11308,15787
8,11308,12002
9,11308,6959
0,450,25045
1,450,7376
2,450,25084
3,450,7171
4,450,36651
5,450,24059
6,450,5619
7,450,24057
8,450,24094
9,450,40463
0,30111,37598
1,30111,34021
2,30111,35280
3,30111,37774
4,30111,35120
5,30111,30065
6,30111,36978
7,30111,37416
8,30111,30270
9,30111,37005
0,2535,25045
1,2535,7376
2,2535,25084
3,2535,7171
4,2535,36651
5,2535,24059
6,2535,5619
7,2535,24057
8,2535,24094
9,2535,40463
0,1125,25045
1,1125,7376
2,1125,25084
3,1125,7171
4,1125,36651
5,1125,24059
6,1125,24057
7,1125,24094
8,1125,40463
9,1125,24072
0,17633,12046
1,17633,21047
2,17633,16688
3,17633,8179
4,17633,19802
5,17633,19529
6,17633,5619
7,17633,12002
8,17633,6959
9,17633,33174
0,4372,25045
1,4372,7376
2,4372,25084
3,4372,7171
4,4372,36651
5,4372,24059
6,4372,5619
7,4372,24057
8,4372,24094
9,4372,40463
0,15361,12046
1,15361,21047
2,15361,16688
3,15361,8179
4,15361,19802
5,15361,19529
6,15361,5619
7,15361,12002
8,15361,6959
9,15361,33174
0,10461,12046
1,10461,21047
2,10461,16688
3,10461,8179
4,10461,19802
5,10461,19529
6,10461,15787
7,10461,15744
8,10461,18570
9,10461,12002
0,32078,37598
1,32078,34021
2,32078,35280
3,32078,37774
4,32078,35120
5,32078,36978
6,32078,37416
7,32078,30270
8,32078,37005
9,32078,35068
0,19586,12046
1,19586,21047
2,19586,16688
3,19586,8179
4,19586,19802
5,19586,19529
6,19586,5619
7,19586,12002
8,19586,6959
9,19586,33174
0,3672,25045
1,3672,7376
2,3672,25084
3,3672,7171
4,3672,36651
5,3672,24059
6,3672,5619
7,3672,24057
8,3672,24094
9,3672,40463
0,7891,12046
1,7891,21047
2,7891,16688
3,7891,8179
4,7891,19802
5,7891,19529
6,7891,5619
7,7891,12002
8,7891,6959
9,7891,33174
0,2777,25045
1,2777,7376
2,2777,25084
3,2777,7171
4,2777,36651
5,2777,24059
6,2777,24057
7,2777,24094
8,2777,40463
9,2777,24072
0,12143,12046
1,12143,21047
2,12143,16688
3,12143,8179
4,12143,19802
5,12143,19529
6,12143,5619
7,12143,12002
8,12143,6959
9,12143,33174
0,29721,37598
1,29721,34021
2,29721,35280
3,29721,37774
4,29721,35120
5,29721,30065
6,29721,36978
7,29721,37416
8,29721,30270
9,29721,37005
0,2979,25045
1,2979,7376
2,2979,25084
3,2979,7171
4,2979,36651
5,2979,24059
6,2979,24057
7,2979,24094
8,2979,40463
9,2979,24072
0,30628,38045
1,30628,40433
2,30628,33431
3,30628,30898
4,30628,40669
5,30628,40144
6,30628,38653
7,30628,39313
8,30628,38571
9,30628,40203
0,32353,34021
1,32353,35280
2,32353,35120
3,32353,30693
4,32353,28411
5,32353,30065
6,32353,37416
7,32353,30270
8,32353,35068
9,32353,33908
0,11551,12046
1,11551,21047
2,11551,16688
3,11551,8179
4,11551,19802
5,11551,19529
6,11551,5619
7,11551,15787
8,11551,15744
9,11551,18570
0,26066,7527
1,26066,11763
2,26066,25045
3,26066,13275
4,26066,15567
5,26066,24059
6,26066,5619
7,26066,24057
8,26066,24094
9,26066,24072
0,24780,25045
1,24780,7376
2,24780,25084
3,24780,7171
4,24780,36651
5,24780,24059
6,24780,5619
7,24780,24057
8,24780,24094
9,24780,40463
0,20699,12046
1,20699,21047
2,20699,16688
3,20699,8179
4,20699,19802
5,20699,19529
6,20699,5619
7,20699,12002
8,20699,6959
9,20699,33174
0,10917,12046
1,10917,21047
2,10917,16688
3,10917,8179
4,10917,19802
5,10917,19529
6,10917,5619
7,10917,6959
8,10917,33174
9,10917,20343
0,1909,25045
1,1909,7376
2,1909,25084
3,1909,7171
4,1909,36651
5,1909,24059
6,1909,24057
7,1909,24094
8,1909,40463
9,1909,24072
0,2920,12046
1,2920,21047
2,2920,16688
3,2920,8179
4,2920,19802
5,2920,19529
6,2920,5619
7,2920,15787
8,2920,12002
9,2920,6959
0,30767,37598
1,30767,34021
2,30767,35280
3,30767,37774
4,30767,35120
5,30767,36978
6,30767,37416
7,30767,30270
8,30767,37005
9,30767,35068
0,2427,25045
1,2427,7376
2,2427,25084
3,2427,7171
4,2427,36651
5,2427,24059
6,2427,24057
7,2427,24094
8,2427,40463
9,2427,24072
0,1620,25045
1,1620,7376
2,1620,25084
3,1620,7171
4,1620,36651
5,1620,24059
6,1620,24057
7,1620,24094
8,1620,40463
9,1620,5780
0,21126,12046
1,21126,21047
2,21126,16688
3,21126,8179
4,21126,19802
5,21126,19529
6,21126,5619
7,21126,12002
8,21126,6959
9,21126,33174
0,32253,37598
1,32253,34021
2,32253,35280
3,32253,37774
4,32253,35120
5,32253,30065
6,32253,36978
7,32253,37416
8,32253,30270
9,32253,37005
0,18282,12046
1,18282,21047
2,18282,16688
3,18282,8179
4,18282,19802
5,18282,19529
6,18282,5619
7,18282,15787
8,18282,12002
9,18282,6959
0,17072,12046
1,17072,16688
2,17072,16195
3,17072,13776
4,17072,10502
5,17072,19529
6,17072,15787
7,17072,15744
8,17072,17093
9,17072,18570
0,2182,25045
1,2182,7376
2,2182,25084
3,2182,7171
4,2182,36651
5,2182,24059
6,2182,24057
7,2182,24094
8,2182,40463
9,2182,24072
0,11639,12046
1,11639,21047
2,11639,16688
3,11639,8179
4,11639,19802
5,11639,19529
6,11639,5619
7,11639,6959
8,11639,33174
9,11639,20343
0,19107,12046
1,19107,21047
2,19107,16688
3,19107,8179
4,19107,19802
5,19107,19529
6,19107,5619
7,19107,12002
8,19107,6959
9,19107,33174
0,4139,25045
1,4139,7376
2,4139,25084
3,4139,7171
4,4139,36651
5,4139,24059
6,4139,24057
7,4139,24094
8,4139,40463
9,4139,24072
0,37137,37598
1,37137,34021
2,37137,35280
3,37137,37774
4,37137,35120
5,37137,36978
6,37137,37416
7,37137,37005
8,37137,35068
9,37137,36790
0,27199,25045
1,27199,7376
2,27199,25084
3,27199,7171
4,27199,36651
5,27199,24059
6,27199,5619
7,27199,24057
8,27199,24094
9,27199,40463
0,20020,12046
1,20020,21047
2,20020,16688
3,20020,8179
4,20020,19802
5,20020,19529
6,20020,5619
7,20020,12002
8,20020,6959
9,20020,33174
0,5929,25045
1,5929,7376
2,5929,25084
3,5929,7171
4,5929,36651
5,5929,24059
6,5929,24057
7,5929,24094
8,5929,40463
9,5929,24072
0,23965,12046
1,23965,21047
2,23965,16688
3,23965,8179
4,23965,19802
5,23965,19529
6,23965,5619
7,23965,12002
8,23965,6959
9,23965,33174
0,11454,12046
1,11454,21047
2,11454,16688
3,11454,8179
4,11454,19802
5,11454,19529
6,11454,5619
7,11454,12002
8,11454,6959
9,11454,33174
0,31543,30267
1,31543,32601
2,31543,30221
3,31543,30618
4,31543,28115
5,31543,30065
6,31543,35743
7,31543,30270
8,31543,34204
9,31543,33908
0,14975,12046
1,14975,21047
2,14975,16688
3,14975,8179
4,14975,19802
5,14975,19529
6,14975,5619
7,14975,12002
8,14975,6959
9,14975,33174
0,9206,12046
1,9206,21047
2,9206,16688
3,9206,8179
4,9206,19802
5,9206,19529
6,9206,5619
7,9206,12002
8,9206,6959
9,9206,33174
0,22545,12046
1,22545,21047
2,22545,16688
3,22545,8179
4,22545,19802
5,22545,19529
6,22545,5619
7,22545,15787
8,22545,12002
9,22545,6959
0,24523,25045
1,24523,7376
2,24523,25084
3,24523,7171
4,24523,36651
5,24523,24059
6,24523,5619
7,24523,24057
8,24523,24094
9,24523,40463
0,26420,21047
1,26420,8179
2,26420,19802
3,26420,11763
4,26420,25045
5,26420,24059
6,26420,19529
7,26420,5619
8,26420,24057
9,26420,24094
0,131,12046
1,131,21047
2,131,16688
3,131,8179
4,131,19802
5,131,19529
6,131,5619
7,131,15787
8,131,12002
9,131,6959
0,32065,34021
1,32065,35280
2,32065,35120
3,32065,30693
4,32065,28411
5,32065,30065
6,32065,37416
7,32065,30270
8,32065,35068
9,32065,33908
0,12616,12046
1,12616,21047
2,12616,16688
3,12616,8179
4,12616,19802
5,12616,19529
6,12616,5619
7,12616,15787
8,12616,12002
9,12616,6959
0,10566,12046
1,10566,21047
2,10566,16688
3,10566,8179
4,10566,19802
5,10566,19529
6,10566,5619
7,10566,15787
8,10566,12002
9,10566,6959
0,27640,25045
1,27640,7376
2,27640,25084
3,27640,7171
4,27640,36651
5,27640,24059
6,27640,5619
7,27640,24057
8,27640,24094
9,27640,40463
0,7862,12046
1,7862,21047
2,7862,16688
3,7862,8179
4,7862,19802
5,7862,19529
6,7862,15787
7,7862,15744
8,7862,18570
9,7862,12002
0,19080,12046
1,19080,21047
2,19080,16688
3,19080,8179
4,19080,19802
5,19080,19529
6,19080,5619
7,19080,12002
8,19080,6959
9,19080,33174
0,15273,12046
1,15273,21047
2,15273,16688
3,15273,8179
4,15273,19802
5,15273,19529
6,15273,5619
7,15273,12002
8,15273,6959
9,15273,33174
0,3795,12046
1,3795,21047
2,3795,16688
3,3795,8179
4,3795,19802
5,3795,19529
6,3795,5619
7,3795,15787
8,3795,12002
9,3795,6959
0,27016,25045
1,27016,7376
2,27016,25084
3,27016,7171
4,27016,36651
5,27016,24059
6,27016,5619
7,27016,24057
8,27016,24094
9,27016,24072
0,2019,25045
1,2019,7376
2,2019,25084
3,2019,7171
4,2019,36651
5,2019,24059
6,2019,24057
7,2019,24094
8,2019,40463
9,2019,24072
0,20804,12046
1,20804,21047
2,20804,16688
3,20804,8179
4,20804,19802
5,20804,19529
6,20804,15787
7,20804,15744
8,20804,18570
9,20804,12002
0,29925,34021
1,29925,35280
2,29925,35120
3,29925,30693
4,29925,28411
5,29925,30065
6,29925,36978
7,29925,37416
8,29925,30270
9,29925,37005
0,14862,12046
1,14862,21047
2,14862,16688
3,14862,8179
4,14862,19802
5,14862,19529
6,14862,15787
7,14862,15744
8,14862,18570
9,14862,12002
0,8806,12046
1,8806,21047
2,8806,16688
3,8806,8179
4,8806,19802
5,8806,19529
6,8806,15787
7,8806,15744
8,8806,18570
9,8806,12002
0,17135,12046
1,17135,21047
2,17135,16688
3,17135,8179
4,17135,19802
5,17135,19529
6,17135,5619
7,17135,12002
8,17135,6959
9,17135,33174
0,18334,12046
1,18334,21047
2,18334,16688
3,18334,8179
4,18334,19802
5,18334,19529
6,18334,5619
7,18334,12002
8,18334,6959
9,18334,33174
0,39583,38045
1,39583,40433
2,39583,33431
3,39583,30898
4,39583,40431
5,39583,40144
6,39583,38653
7,39583,39313
8,39583,38155
9,39583,38571
0,33860,34021
1,33860,35280
2,33860,30267
3,33860,35120
4,33860,30693
5,33860,30065
6,33860,37416
7,33860,30270
8,33860,35068
9,33860,33908
0,14918,12046
1,14918,21047
2,14918,16688
3,14918,8179
4,14918,19802
5,14918,19529
6,14918,5619
7,14918,12002
8,14918,6959
9,14918,33174
0,40518,40433
1,40518,33431
2,40518,30898
3,40518,40669
4,40518,40431
5,40518,36391
6,40518,39313
7,40518,40203
8,40518,37710
9,40518,39753
0,32213,34021
1,32213,35280
2,32213,30267
3,32213,35120
4,32213,30693
5,32213,30065
6,32213,35743
7,32213,30270
8,32213,35068
9,32213,34204
0,27741,37598
1,27741,34021
2,27741,35280
3,27741,37774
4,27741,35120
5,27741,36978
6,27741,37416
7,27741,30270
8,27741,37005
9,27741,35068
0,18392,12046
1,18392,21047
2,18392,16688
3,18392,8179
4,18392,19802
5,18392,19529
6,18392,5619
7,18392,15787
8,18392,12002
9,18392,6959
0,24337,12046
1,24337,21047
2,24337,16688
3,24337,8179
4,24337,19802
5,24337,19529
6,24337,5619
7,24337,6959
8,24337,33174
9,24337,20343
0,3931,25045
1,3931,7376
2,3931,25084
3,3931,7171
4,3931,36651
5,3931,24059
6,3931,24057
7,3931,24094
8,3931,40463
9,3931,24072
0,34907,37598
1,34907,34021
2,34907,35280
3,34907,37774
4,34907,35120
5,34907,36978
6,34907,37416
7,34907,30270
8,34907,37005
9,34907,35068
0,6491,25045
1,6491,7376
2,6491,25084
3,6491,7171
4,6491,36651
5,6491,24059
6,6491,24057
7,6491,24094
8,6491,40463
9,6491,24072
0,17132,12046
1,17132,16688
2,17132,8088
3,17132,16195
4,17132,13776
5,17132,19529
6,17132,15787
7,17132,15744
8,17132,17093
9,17132,18570
0,19161,12046
1,19161,21047
2,19161,16688
3,19161,8179
4,19161,19802
5,19161,19529
6,19161,5619
7,19161,6959
8,19161,33174
9,19161,20343
0,17751,12046
1,17751,21047
2,17751,16688
3,17751,8179
4,17751,19802
5,17751,19529
6,17751,5619
7,17751,12002
8,17751,6959
9,17751,33174
0,6638,25045
1,6638,7376
2,6638,25084
3,6638,7171
4,6638,36651
5,6638,24059
6,6638,5619
7,6638,24057
8,6638,24094
9,6638,40463
0,1140,25045
1,1140,7376
2,1140,25084
3,1140,7171
4,1140,36651
5,1140,24059
6,1140,5619
7,1140,24057
8,1140,24094
9,1140,24072
0,33520,34021
1,33520,35280
2,33520,30267
3,33520,35120
4,33520,30693
5,33520,30065
6,33520,30270
7,33520,35068
8,33520,33908
9,33520,36790
0,35466,37598
1,35466,34021
2,35466,35280
3,35466,37774
4,35466,35120
5,35466,36978
6,35466,37416
7,35466,30270
8,35466,37005
9,35466,35068
0,23913,12046
1,23913,21047
2,23913,16688
3,23913,8179
4,23913,19802
5,23913,19529
6,23913,5619
7,23913,12002
8,23913,6959
9,23913,33174
0,6922,25045
1,6922,7376
2,6922,25084
3,6922,7171
4,6922,36651
5,6922,24059
6,6922,5619
7,6922,24057
8,6922,24094
9,6922,40463
0,28683,34021
1,28683,35280
2,28683,30267
3,28683,35120
4,28683,30693
5,28683,30065
6,28683,35743
7,28683,30270
8,28683,35068
9,28683,34204
0,18249,12046
1,18249,21047
2,18249,16688
3,18249,8179
4,18249,19802
5,18249,19529
6,18249,5619
7,18249,12002
8,18249,6959
9,18249,33174
0,12959,12046
1,12959,21047
