,Anchor,Positive
0,25775,11763
1,25775,13275
2,25775,11798
3,25775,17548
4,25775,11807
5,25775,26379
6,25775,27060
7,25775,3677
8,25775,870
9,25775,27465
0,2490,3645
1,2490,1818
2,2490,3731
3,2490,6862
4,2490,26887
5,2490,24057
6,2490,32495
7,2490,24001
8,2490,28434
9,2490,34523
0,38585,38045
1,38585,38523
2,38585,38064
3,38585,38733
4,38585,38097
5,38585,39313
6,38585,39753
7,38585,38564
8,38585,39386
9,38585,39304
0,29683,34181
1,29683,32628
2,29683,32857
3,29683,32502
4,29683,35736
5,29683,35068
6,29683,28624
7,29683,27729
8,29683,36636
9,29683,37206
0,3012,7376
1,3012,36651
2,3012,797
3,3012,6850
4,3012,4797
5,3012,24016
6,3012,31182
0,37396,37774
1,37396,37342
2,37396,37714
3,37396,36863
4,37396,36745
5,37396,36978
6,37396,37543
7,37396,37277
8,37396,37783
9,37396,36560
0,30733,35120
1,30733,31183
2,30733,32554
3,30733,31768
4,30733,29619
5,30733,36790
6,30733,35956
7,30733,29972
8,30733,28511
9,30733,27810
0,7856,15183
1,7856,8427
2,7856,17311
3,7856,15742
4,7856,26078
5,7856,20343
6,7856,14618
7,7856,19000
8,7856,13734
9,7856,26398
0,39839,40516
1,39839,40248
2,39839,40254
3,39839,40147
4,39839,40527
5,39839,40203
6,39839,40424
7,39839,40202
8,39839,37021
9,39839,40251
0,6849,25045
1,6849,7376
2,6849,25084
3,6849,7171
4,6849,797
5,6849,24094
6,6849,24016
7,6849,35643
8,6849,29087
9,6849,23998
0,38851,37239
1,38851,37486
2,38851,37311
3,38851,37777
4,38851,36251
5,38851,37416
6,38851,36805
7,38851,37080
8,38851,36267
9,38851,36953
0,22276,10351
1,22276,8437
2,22276,5978
3,22276,9003
4,22276,3854
5,22276,34670
0,14983,8179
1,14983,19802
2,14983,11763
3,14983,13275
4,14983,15567
5,14983,3677
6,14983,27465
7,14983,2316
8,14983,4034
9,14983,27054
0,25985,26357
1,25985,3645
2,25985,1818
3,25985,3731
4,25985,6862
5,25985,24057
6,25985,32495
7,25985,24027
8,25985,24001
9,25985,24079
0,25945,3645
1,25945,1818
2,25945,3731
3,25945,26299
4,25945,29203
5,25945,28434
6,25945,26246
7,25945,36305
8,25945,24009
9,25945,35722
0,37460,37774
1,37460,37342
2,37460,37714
3,37460,36863
4,37460,36745
5,37460,36978
6,37460,37543
7,37460,37277
8,37460,37783
9,37460,36560
0,5654,25084
1,5654,7171
2,5654,24183
3,5654,27568
4,5654,25244
5,5654,24059
6,5654,24094
7,5654,24121
8,5654,24016
9,5654,35214
0,25112,7622
1,25112,2433
2,25112,6138
3,25112,5115
4,25112,2068
5,25112,5619
6,25112,24072
7,25112,35234
8,25112,26394
9,25112,1319
0,27926,31183
1,27926,31768
2,27926,29619
3,27926,29920
4,27926,34808
5,27926,36790
6,27926,35956
7,27926,29682
8,27926,29972
9,27926,28511
0,29556,35120
1,29556,32554
2,29556,34448
3,29556,31768
4,29556,29619
5,29556,36790
6,29556,35956
7,29556,29972
8,29556,28511
9,29556,27810
0,2973,7376
1,2973,25084
2,2973,7171
3,2973,797
4,2973,25244
5,2973,24059
6,2973,24094
7,2973,24016
8,2973,35214
9,2973,35643
0,18050,8404
1,18050,8726
2,18050,17678
3,18050,10798
4,18050,3020
5,18050,7952
6,18050,3219
7,18050,28726
8,18050,1819
9,18050,27054
0,9735,8404
1,9735,8726
2,9735,17678
3,9735,10798
4,9735,3020
5,9735,7952
6,9735,3219
7,9735,28726
8,9735,1819
9,9735,27054
0,23202,8726
1,23202,17678
2,23202,10798
3,23202,16740
4,23202,11216
5,23202,7952
6,23202,3219
7,23202,28726
8,23202,13542
9,23202,1819
0,424,36651
1,424,6850
2,424,4797
3,424,7123
4,424,7104
5,424,31182
6,424,34284
0,12426,15840
1,12426,5525
2,12426,17558
3,12426,22914
4,12426,18365
5,12426,33174
6,12426,28321
7,12426,11752
8,12426,18280
9,12426,25673
0,11627,8179
1,11627,19802
2,11627,11763
3,11627,13275
4,11627,15567
5,11627,3677
6,11627,27465
7,11627,2316
8,11627,4034
9,11627,27054
0,1989,7376
1,1989,36651
2,1989,6850
3,1989,4797
4,1989,6571
5,1989,31182
6,1989,34284
0,11308,8404
1,11308,8726
2,11308,17678
3,11308,10798
4,11308,3020
5,11308,7952
6,11308,3219
7,11308,28726
8,11308,13542
9,11308,1819
0,450,7376
1,450,25084
2,450,7171
3,450,24183
4,450,797
5,450,24059
6,450,24094
7,450,24121
8,450,24016
9,450,35214
0,30111,35280
1,30111,35120
2,30111,30693
3,30111,32554
4,30111,34452
5,30111,29972
6,30111,28511
7,30111,27810
8,30111,27769
9,30111,34601
0,2535,25045
1,2535,7376
2,2535,7171
3,2535,36651
4,2535,797
5,2535,24016
6,2535,23998
7,2535,31182
8,2535,24015
9,2535,24115
0,1125,7376
1,1125,36651
2,1125,6850
3,1125,4797
4,1125,6571
5,1125,31182
6,1125,34284
0,17633,8179
1,17633,19802
2,17633,11763
3,17633,8726
4,17633,17678
5,17633,3219
6,17633,28726
7,17633,27054
8,17633,24984
9,17633,2779
0,4372,25084
1,4372,7171
2,4372,24183
3,4372,797
4,4372,27568
5,4372,24059
6,4372,24094
7,4372,24121
8,4372,24016
9,4372,35214
0,15361,8179
1,15361,19802
2,15361,11763
3,15361,13275
4,15361,15567
5,15361,3677
6,15361,27465
7,15361,2316
8,15361,4034
9,15361,27054
0,10461,10956
1,10461,7190
2,10461,27567
3,10461,9815
4,10461,21862
5,10461,26634
6,10461,6164
7,10461,32988
8,10461,14815
9,10461,1632
0,32078,35280
1,32078,35120
2,32078,30693
3,32078,32554
4,32078,34452
5,32078,29972
6,32078,28511
7,32078,27810
8,32078,27769
9,32078,29741
0,19586,8179
1,19586,19802
2,19586,11763
3,19586,8726
4,19586,17678
5,19586,3219
6,19586,3677
7,19586,27465
8,19586,2316
9,19586,27054
0,3672,25045
1,3672,7376
2,3672,7171
3,3672,36651
4,3672,797
5,3672,24016
6,3672,31182
0,7891,8179
1,7891,19802
2,7891,11763
3,7891,8726
4,7891,17678
5,7891,3677
6,7891,27465
7,7891,2316
8,7891,27054
9,7891,24984
0,2777,36651
1,2777,6850
2,2777,4797
3,2777,7123
4,2777,7104
5,2777,31182
6,2777,34284
0,12143,8179
1,12143,19802
2,12143,11763
3,12143,13275
4,12143,15567
5,12143,3677
6,12143,27465
7,12143,2316
8,12143,4034
9,12143,27054
0,29721,35280
1,29721,35120
2,29721,30693
3,29721,32554
4,29721,34452
5,29721,29972
6,29721,28511
7,29721,27810
8,29721,27769
9,29721,36038
0,2979,7376
1,2979,36651
2,2979,6850
3,2979,4797
4,2979,7123
5,2979,31182
6,2979,34284
0,30628,39949
1,30628,28101
2,30628,39967
3,30628,40324
4,30628,30265
5,30628,40054
6,30628,40057
7,30628,39962
8,30628,27768
9,30628,27832
0,32353,32628
1,32353,29443
2,32353,32857
3,32353,32502
4,32353,33844
5,32353,35068
6,32353,28624
7,32353,27729
8,32353,36636
9,32353,37206
0,11551,13776
1,11551,15163
2,11551,15445
3,11551,27567
4,11551,15167
5,11551,19529
6,11551,6959
7,11551,6164
8,11551,25654
9,11551,28572
0,26066,3645
1,26066,1818
2,26066,26299
3,26066,29203
4,26066,3124
5,26066,28434
6,26066,26246
7,26066,36305
8,26066,24009
0,24780,7376
1,24780,25084
2,24780,7171
3,24780,24183
4,24780,797
5,24780,24059
6,24780,24094
7,24780,24121
8,24780,24016
9,24780,35214
0,20699,8179
1,20699,19802
2,20699,11763
3,20699,8726
4,20699,17678
5,20699,3677
6,20699,27465
7,20699,2316
8,20699,27054
9,20699,2779
0,10917,8179
1,10917,19802
2,10917,11763
3,10917,13275
4,10917,15567
5,10917,3677
6,10917,27465
7,10917,2316
8,10917,4034
9,10917,27054
0,1909,25045
1,1909,7376
2,1909,7171
3,1909,36651
4,1909,797
5,1909,24016
6,1909,31182
0,2920,8404
1,2920,10798
2,2920,16740
3,2920,11216
4,2920,13540
5,2920,7952
6,2920,28726
7,2920,28321
8,2920,13542
9,2920,1819
0,30767,35280
1,30767,35120
2,30767,30693
3,30767,32554
4,30767,34452
5,30767,29972
6,30767,28511
7,30767,27810
8,30767,27769
9,30767,29741
0,2427,36651
1,2427,6850
2,2427,4797
3,2427,7123
4,2427,7104
5,2427,31182
6,2427,34284
0,1620,6850
1,1620,7123
2,1620,7104
3,1620,4109
4,1620,2419
5,1620,31182
6,1620,34284
0,21126,8179
1,21126,19802
2,21126,11763
3,21126,8726
4,21126,17678
5,21126,3677
6,21126,27465
7,21126,2316
8,21126,27054
9,21126,24984
0,32253,35280
1,32253,35120
2,32253,30693
3,32253,32554
4,32253,34452
5,32253,29972
6,32253,28511
7,32253,27810
8,32253,30599
9,32253,27769
0,18282,13540
1,18282,15840
2,18282,5525
3,18282,17558
4,18282,22914
5,18282,33174
6,18282,28321
7,18282,11752
8,18282,25673
9,18282,20783
0,17072,34218
1,17072,14696
2,17072,21529
3,17072,16125
4,17072,21568
5,17072,15744
6,17072,18570
7,17072,17460
8,17072,6695
9,17072,20500
0,2182,36651
1,2182,6850
2,2182,7123
3,2182,7104
4,2182,4109
5,2182,31182
6,2182,34284
0,11639,8179
1,11639,19802
2,11639,11763
3,11639,13275
4,11639,15567
5,11639,3677
6,11639,27465
7,11639,25686
8,11639,2316
9,11639,4034
0,19107,8179
1,19107,19802
2,19107,11763
3,19107,13275
4,19107,15567
5,19107,3677
6,19107,27465
7,19107,2316
8,19107,4034
9,19107,27054
0,4139,36651
1,4139,6850
2,4139,4797
3,4139,7123
4,4139,7104
5,4139,31182
6,4139,34284
0,37137,37144
1,37137,37777
2,37137,36251
3,37137,37033
4,37137,36773
5,37137,36805
6,37137,37161
7,37137,36953
8,37137,37737
9,37137,37262
0,27199,7376
1,27199,25084
2,27199,7171
3,27199,797
4,27199,25244
5,27199,24059
6,27199,24094
7,27199,24016
8,27199,35643
9,27199,29087
0,20020,8179
1,20020,19802
2,20020,11763
3,20020,8726
4,20020,17678
5,20020,3219
6,20020,28726
7,20020,27465
8,20020,27054
9,20020,24984
0,5929,7376
1,5929,36651
2,5929,797
3,5929,6850
4,5929,4797
5,5929,31182
6,5929,34284
0,23965,8179
1,23965,19802
2,23965,11763
3,23965,8726
4,23965,17678
5,23965,3677
6,23965,27465
7,23965,2316
8,23965,27054
9,23965,2779
0,11454,8179
1,11454,19802
2,11454,11763
3,11454,8726
4,11454,17678
5,11454,3219
6,11454,3677
7,11454,27465
8,11454,2316
9,11454,27054
0,31543,29966
1,31543,29373
2,31543,35901
3,31543,28859
4,31543,32761
5,31543,35743
6,31543,33491
7,31543,35409
8,31543,30019
9,31543,30294
0,14975,19802
1,14975,8404
2,14975,8726
3,14975,17678
4,14975,15567
5,14975,7952
6,14975,3219
7,14975,28726
8,14975,1819
9,14975,27054
0,9206,8179
1,9206,19802
2,9206,11763
3,9206,8726
4,9206,13275
5,9206,3677
6,9206,27465
7,9206,2316
8,9206,4034
9,9206,27054
0,22545,8404
1,22545,8726
2,22545,17678
3,22545,10798
4,22545,16740
5,22545,7952
6,22545,3219
7,22545,28726
8,22545,13542
9,22545,1819
0,24523,25084
1,24523,7171
2,24523,24183
3,24523,797
4,24523,27568
5,24523,24059
6,24523,24094
7,24523,24121
8,24523,24016
9,24523,35214
0,26420,7186
1,26420,26666
2,26420,25848
3,26420,1737
4,26420,4856
5,26420,5619
6,26420,35234
7,26420,26394
8,26420,7359
9,26420,24737
0,131,8404
1,131,10798
2,131,16740
3,131,13540
4,131,15840
5,131,7952
6,131,28321
7,131,13542
8,131,1819
9,131,11752
0,32065,31183
1,32065,34181
2,32065,29920
3,32065,34235
4,32065,32628
5,32065,35068
6,32065,36790
7,32065,35956
8,32065,29682
9,32065,27870
0,12616,13540
1,12616,15840
2,12616,8598
3,12616,17558
4,12616,23719
5,12616,28321
6,12616,13542
7,12616,1819
8,12616,11752
9,12616,20783
0,10566,8404
1,10566,10798
2,10566,16740
3,10566,11216
4,10566,13540
5,10566,7952
6,10566,28726
7,10566,28321
8,10566,13542
9,10566,1819
0,27640,7376
1,27640,25084
2,27640,7171
3,27640,797
4,27640,25244
5,27640,24094
6,27640,24016
7,27640,35643
8,27640,29087
9,27640,23998
0,7862,10956
1,7862,7190
2,7862,9815
3,7862,21862
4,7862,10513
5,7862,26634
6,7862,6164
7,7862,32988
8,7862,14815
9,7862,1632
0,19080,8179
1,19080,19802
2,19080,11763
3,19080,8726
4,19080,17678
5,19080,3677
6,19080,27465
7,19080,2316
8,19080,27054
9,19080,24984
0,15273,19802
1,15273,8404
2,15273,8726
3,15273,17678
4,15273,15567
5,15273,7952
6,15273,3219
7,15273,28726
8,15273,27054
9,15273,27987
0,3795,15840
1,3795,5525
2,3795,17558
3,3795,22914
4,3795,18365
5,3795,33174
6,3795,28321
7,3795,11752
8,3795,25673
9,3795,20783
0,27016,3645
1,27016,1818
2,27016,3731
3,27016,6862
4,27016,29203
5,27016,24057
6,27016,32495
7,27016,24001
8,27016,28434
9,27016,26246
0,2019,36651
1,2019,6850
2,2019,4797
3,2019,7123
4,2019,7104
5,2019,31182
6,2019,34284
0,20804,13776
1,20804,7190
2,20804,27567
3,20804,19515
4,20804,17478
5,20804,19529
6,20804,6164
7,20804,32988
8,20804,14815
9,20804,23032
0,29925,31183
1,29925,31768
2,29925,29619
3,29925,29920
4,29925,30810
5,29925,36790
6,29925,35956
7,29925,29682
8,29925,27810
9,29925,30599
0,14862,8427
1,14862,12297
2,14862,23193
3,14862,16345
4,14862,13911
5,14862,12002
6,14862,20343
7,14862,14618
8,14862,13734
9,14862,7814
0,8806,13776
1,8806,10956
2,8806,7190
3,8806,27567
4,8806,17478
5,8806,19529
6,8806,26634
7,8806,6164
8,8806,32988
9,8806,14815
0,17135,8179
1,17135,19802
2,17135,11763
3,17135,13275
4,17135,15567
5,17135,3677
6,17135,27465
7,17135,2316
8,17135,4034
9,17135,27054
0,18334,8179
1,18334,19802
2,18334,11763
3,18334,8726
4,18334,17678
5,18334,3677
6,18334,27465
7,18334,2316
8,18334,27054
9,18334,24984
0,39583,39450
1,39583,38863
2,39583,39346
3,39583,39235
4,39583,39203
5,39583,40449
6,39583,40120
7,39583,39544
8,39583,40071
9,39583,39446
0,33860,34181
1,33860,32628
2,33860,32857
3,33860,32502
4,33860,33844
5,33860,35068
6,33860,28624
7,33860,27729
8,33860,36636
9,33860,37206
0,14918,8179
1,14918,19802
2,14918,11763
3,14918,8726
4,14918,17678
5,14918,3677
6,14918,27465
7,14918,2316
8,14918,27054
9,14918,2779
0,40518,40516
1,40518,40248
2,40518,40254
3,40518,40147
4,40518,40527
5,40518,40424
6,40518,40202
7,40518,38179
8,40518,37021
9,40518,40443
0,32213,32691
1,32213,29389
2,32213,27964
3,32213,34504
4,32213,28230
5,32213,32872
6,32213,37823
7,32213,30393
8,32213,35607
9,32213,36547
0,27741,35280
1,27741,35120
2,27741,30693
3,27741,32554
4,27741,34452
5,27741,29972
6,27741,28511
7,27741,27810
8,27741,27769
9,27741,29741
0,18392,8726
1,18392,17678
2,18392,10798
3,18392,16740
4,18392,11216
5,18392,7952
6,18392,3219
7,18392,28726
8,18392,13542
9,18392,1819
0,24337,8179
1,24337,19802
2,24337,11763
3,24337,13275
4,24337,15567
5,24337,27060
6,24337,3677
7,24337,27465
8,24337,25686
9,24337,2316
0,3931,36651
1,3931,6850
2,3931,4797
3,3931,7123
4,3931,7104
5,3931,31182
6,3931,34284
0,34907,35280
1,34907,35120
2,34907,30693
3,34907,32554
4,34907,34452
5,34907,29972
6,34907,28511
7,34907,27810
8,34907,27769
9,34907,29741
0,6491,7376
1,6491,36651
2,6491,6850
3,6491,4797
4,6491,7123
5,6491,31182
6,6491,34284
0,17132,16180
1,17132,14609
2,17132,17424
3,17132,2097
4,17132,14611
5,17132,15787
6,17132,15194
7,17132,15345
8,17132,15891
9,17132,20526
0,19161,8179
1,19161,19802
2,19161,11763
3,19161,13275
4,19161,15567
5,19161,3677
6,19161,27465
7,19161,2316
8,19161,4034
9,19161,27054
0,17751,8179
1,17751,19802
2,17751,11763
3,17751,8726
4,17751,17678
5,17751,3219
6,17751,3677
7,17751,27465
8,17751,2316
9,17751,27054
0,6638,25084
1,6638,24183
2,6638,27568
3,6638,25244
4,6638,26385
5,6638,24059
6,6638,24094
7,6638,24121
8,6638,35214
9,6638,24051
0,1140,27568
1,1140,25244
2,1140,26357
3,1140,26893
4,1140,3731
5,1140,24059
6,1140,24057
7,1140,24094
8,1140,24121
9,1140,35214
0,33520,30856
1,33520,30618
2,33520,28838
3,33520,29181
4,33520,30352
5,33520,36160
6,33520,30203
7,33520,30769
8,33520,30202
9,33520,30233
0,35466,35280
1,35466,35120
2,35466,30693
3,35466,32554
4,35466,34452
5,35466,29972
6,35466,28511
7,35466,27810
8,35466,27769
9,35466,29741
0,23913,8179
1,23913,19802
2,23913,11763
3,23913,13275
4,23913,15567
5,23913,3677
6,23913,27465
7,23913,2316
8,23913,4034
9,23913,27054
0,6922,24183
1,6922,27568
2,6922,25244
3,6922,26357
4,6922,26893
5,6922,24059
6,6922,24094
7,6922,24121
8,6922,35214
9,6922,24051
0,28683,32691
1,28683,29389
2,28683,27964
3,28683,28963
4,28683,33040
5,28683,30270
6,28683,33908
7,28683,32872
8,28683,30393
9,28683,30209
0,18249,8179
1,18249,19802
2,18249,11763
3,18249,8726
4,18249,17678
5,18249,3677
6,18249,27465
7,18249,2316
8,18249,27054
9,18249,26324
0,12959,8179
1,12959,19802
2,12959,11763
3,12959,8726
4,12959,17678
5,12959,3677
6,12959,27465
7,12959,2316
8,12959,27054
9,12959,2779
0,2712,25045
1,2712,7376
2,2712,7171
3,2712,36651
4,2712,797
5,2712,24016
6,2712,23998
7,2712,31182
8,2712,24015
9,2712,24115
0,18616,10502
1,18616,5525
2,18616,22914
3,18616,18365
4,18616,14333
5,18616,33174
6,18616,25654
7,18616,28572
8,18616,7620
9,18616,18280
0,26272,25084
1,26272,7171
2,26272,24183
3,26272,797
4,26272,27568
5,26272,24059
6,26272,24094
7,26272,24121
8,26272,24016
9,26272,35214
0,19536,8179
1,19536,19802
2,19536,11763
3,19536,13275
4,19536,15567
5,19536,3677
6,19536,27465
7,19536,2316
8,19536,4034
9,19536,27054
0,5212,7376
1,5212,36651
2,5212,797
3,5212,6850
4,5212,4797
5,5212,31182
6,5212,34284
0,31304,503
1,31304,27523
2,31304,5943
3,31304,4856
4,31304,27211
5,31304,26379
6,31304,870
7,31304,34212
8,31304,24737
9,31304,27366
0,13605,8179
1,13605,19802
2,13605,11763
3,13605,8726
4,13605,17678
5,13605,3677
6,13605,27465
7,13605,2316
8,13605,27054
9,13605,2779
0,32177,35280
1,32177,35120
2,32177,30693
3,32177,32554
4,32177,34452
5,32177,29972
6,32177,28511
7,32177,27810
8,32177,27769
9,32177,36038
0,16120,16688
1,16120,10956
2,16120,7190
3,16120,9815
4,16120,21862
5,16120,26634
