,Anchor,Positive
4,30386,6930
5,30386,27979
6,30386,26681
7,30386,15966
8,30386,9210
9,30386,14057
0,31014,23367
1,31014,10134
2,31014,22327
3,31014,29104
4,31014,9910
5,31014,26957
6,31014,26031
7,31014,29783
8,31014,143
9,31014,24334
0,3547,23367
1,3547,23510
2,3547,25221
3,3547,29104
4,3547,15951
5,3547,26681
6,3547,26031
7,3547,9210
8,3547,29783
9,3547,5337
0,16329,23367
1,16329,10134
2,16329,22327
3,16329,29104
4,16329,9910
5,16329,26957
6,16329,26031
7,16329,29783
8,16329,143
9,16329,24334
0,30338,25221
1,30338,9733
2,30338,15951
3,30338,26609
4,30338,9492
5,30338,27979
6,30338,26681
7,30338,15966
8,30338,9210
9,30338,31361
0,23903,19007
1,23903,13230
2,23903,31762
3,23903,29629
4,23903,27233
5,23903,15204
0,27654,23367
1,27654,23510
2,27654,25221
3,27654,9733
4,27654,29104
5,27654,27979
6,27654,26681
7,27654,9210
8,27654,31361
9,27654,29783
0,31981,6930
1,31981,18720
2,31981,20920
3,31981,9492
4,31981,16853
5,31981,27979
6,31981,6669
7,31981,15966
8,31981,14057
9,31981,31361
0,19657,6930
1,19657,18720
2,19657,20920
3,19657,9492
4,19657,16853
5,19657,27979
6,19657,6669
7,19657,15966
8,19657,14057
9,19657,31361
0,2047,23367
1,2047,23510
2,2047,25221
3,2047,9733
4,2047,29104
5,2047,27979
6,2047,26681
7,2047,9210
8,2047,31361
9,2047,29783
0,23809,6930
1,23809,18720
2,23809,20920
3,23809,9492
4,23809,10032
5,23809,27979
6,23809,6669
7,23809,15966
8,23809,14057
9,23809,31361
0,10995,25221
1,10995,9733
2,10995,15951
3,10995,26609
4,10995,6930
5,10995,27979
6,10995,26681
7,10995,15966
8,10995,9210
9,10995,14057
0,27200,6930
1,27200,18720
2,27200,20920
3,27200,9492
4,27200,16853
5,27200,27979
6,27200,6669
7,27200,15966
8,27200,14057
9,27200,31361
0,4352,9733
1,4352,26609
2,4352,6930
3,4352,18720
4,4352,20920
5,4352,27979
6,4352,6669
7,4352,26681
8,4352,15966
9,4352,14057
0,30269,25221
1,30269,9733
2,30269,15951
3,30269,26609
4,30269,6930
5,30269,27979
6,30269,26681
7,30269,15966
8,30269,14057
9,30269,31361
0,11524,23367
1,11524,10134
2,11524,23510
3,11524,22327
4,11524,25221
5,11524,26681
6,11524,26031
7,11524,9210
8,11524,29783
9,11524,5337
0,27283,13361
1,27283,26296
2,27283,25380
3,27283,2801
4,27283,8949
5,27283,26957
6,27283,18927
7,27283,31633
8,27283,10524
9,27283,5027
0,1705,23367
1,1705,23510
2,1705,25221
3,1705,29104
4,1705,15951
5,1705,27979
6,1705,26681
7,1705,9210
8,1705,31361
9,1705,29783
0,21674,22327
1,21674,13361
2,21674,30786
3,21674,26296
4,21674,25380
5,21674,26957
6,21674,18927
7,21674,31633
8,21674,10524
9,21674,12162
0,29574,23367
1,29574,23510
2,29574,25221
3,29574,29104
4,29574,15951
5,29574,26681
6,29574,26031
7,29574,9210
8,29574,29783
9,29574,5337
0,19152,25221
1,19152,9733
2,19152,15951
3,19152,26609
4,19152,6930
5,19152,27979
6,19152,26681
7,19152,15966
8,19152,9210
9,19152,14057
0,30466,25221
1,30466,9733
2,30466,15951
3,30466,26609
4,30466,6930
5,30466,27979
6,30466,26681
7,30466,15966
8,30466,9210
9,30466,14057
0,17313,23367
1,17313,10134
2,17313,22327
3,17313,29104
4,17313,13361
5,17313,26957
6,17313,26031
7,17313,29783
8,17313,143
9,17313,24334
0,22854,9733
1,22854,26609
2,22854,6930
3,22854,18720
4,22854,20920
5,22854,27979
6,22854,6669
7,22854,26681
8,22854,15966
9,22854,14057
0,23470,22327
1,23470,29104
2,23470,13361
3,23470,30786
4,23470,26296
5,23470,26957
6,23470,18927
7,23470,26031
8,23470,29783
9,23470,10524
0,7001,6930
1,7001,18720
2,7001,20920
3,7001,9492
4,7001,16853
5,7001,27979
6,7001,6669
7,7001,15966
8,7001,14057
9,7001,31361
0,1608,13361
1,1608,7598
2,1608,1628
3,1608,25380
4,1608,8949
5,1608,18927
6,1608,31633
7,1608,19419
8,1608,10524
9,1608,5027
0,15540,23367
1,15540,10134
2,15540,23510
3,15540,22327
4,15540,25221
5,15540,26681
6,15540,26031
7,15540,9210
8,15540,29783
9,15540,5337
0,13138,10134
1,13138,22327
2,13138,29104
3,13138,13361
4,13138,30786
5,13138,26957
6,13138,18927
7,13138,26031
8,13138,29783
9,13138,10524
0,30428,23367
1,30428,10134
2,30428,23510
3,30428,22327
4,30428,25221
5,30428,26681
6,30428,26031
7,30428,9210
8,30428,29783
9,30428,5337
0,8767,25221
1,8767,9733
2,8767,15951
3,8767,26609
4,8767,9492
5,8767,27979
6,8767,26681
7,8767,15966
8,8767,9210
9,8767,31361
0,9650,23367
1,9650,23510
2,9650,25221
3,9650,9733
4,9650,29104
5,9650,27979
6,9650,26681
7,9650,9210
8,9650,31361
9,9650,29783
0,4122,23367
1,4122,10134
2,4122,22327
3,4122,29104
4,4122,9910
5,4122,26957
6,4122,26031
7,4122,29783
8,4122,143
9,4122,24334
0,7334,23367
1,7334,23510
2,7334,25221
3,7334,29104
4,7334,15951
5,7334,27979
6,7334,26681
7,7334,26031
8,7334,9210
9,7334,31361
0,13231,23367
1,13231,10134
2,13231,23510
3,13231,22327
4,13231,25221
5,13231,26681
6,13231,26031
7,13231,9210
8,13231,29783
9,13231,5337
0,7374,18720
1,7374,20920
2,7374,16853
3,7374,5052
4,7374,19704
5,7374,6669
6,7374,15966
7,7374,14057
8,7374,10582
9,7374,29829
0,24972,18720
1,24972,20920
2,24972,16853
3,24972,5052
4,24972,19704
5,24972,6669
6,24972,15966
7,24972,14057
8,24972,10582
9,24972,29829
0,28408,23510
1,28408,25221
2,28408,9733
3,28408,15951
4,28408,9910
5,28408,27979
6,28408,26681
7,28408,15966
8,28408,9210
9,28408,31361
0,26379,23367
1,26379,10134
2,26379,22327
3,26379,29104
4,26379,9910
5,26379,26957
6,26379,26031
7,26379,9210
8,26379,29783
9,26379,143
0,17504,18720
1,17504,20920
2,17504,16853
3,17504,5052
4,17504,19704
5,17504,6669
6,17504,15966
7,17504,14057
8,17504,10582
9,17504,29829
0,13323,23367
1,13323,10134
2,13323,23510
3,13323,22327
4,13323,25221
5,13323,26681
6,13323,26031
7,13323,9210
8,13323,29783
9,13323,5337
0,21457,23367
1,21457,23510
2,21457,25221
3,21457,9733
4,21457,15951
5,21457,27979
6,21457,26681
7,21457,9210
8,21457,31361
9,21457,29783
0,25396,26296
1,25396,25380
2,25396,2801
3,25396,8949
4,25396,24021
5,25396,26957
6,25396,18927
7,25396,31633
8,25396,10524
9,25396,12162
0,21853,22327
1,21853,29104
2,21853,13361
3,21853,30786
4,21853,26296
5,21853,26957
6,21853,18927
7,21853,26031
8,21853,10524
9,21853,24334
0,10680,23367
1,10680,10134
2,10680,22327
3,10680,25221
4,10680,29104
5,10680,26957
6,10680,26031
7,10680,9210
8,10680,29783
9,10680,5337
0,25299,23367
1,25299,10134
2,25299,23510
3,25299,22327
4,25299,25221
5,25299,26681
6,25299,26031
7,25299,9210
8,25299,29783
9,25299,5337
0,19375,18720
1,19375,20920
2,19375,16853
3,19375,5052
4,19375,19704
5,19375,6669
6,19375,15966
7,19375,14057
8,19375,10582
9,19375,29829
0,11401,9733
1,11401,26609
2,11401,6930
3,11401,18720
4,11401,20920
5,11401,27979
6,11401,6669
7,11401,26681
8,11401,15966
9,11401,14057
0,10628,23367
1,10628,10134
2,10628,22327
3,10628,25221
4,10628,29104
5,10628,26957
6,10628,26031
7,10628,9210
8,10628,29783
9,10628,5337
0,12579,6930
1,12579,18720
2,12579,20920
3,12579,9492
4,12579,10032
5,12579,27979
6,12579,6669
7,12579,15966
8,12579,14057
9,12579,31361
0,27566,23510
1,27566,25221
2,27566,9733
3,27566,15951
4,27566,9910
5,27566,27979
6,27566,26681
7,27566,15966
8,27566,9210
9,27566,31361
0,15008,7598
1,15008,1628
2,15008,17044
3,15008,10683
4,15008,567
5,15008,19419
6,15008,25857
7,15008,29006
8,15008,27772
9,15008,10121
0,23766,25221
1,23766,9733
2,23766,15951
3,23766,9910
4,23766,26609
5,23766,27979
6,23766,26681
7,23766,15966
8,23766,9210
9,23766,31361
0,4388,18720
1,4388,20920
2,4388,16853
3,4388,5052
4,4388,19704
5,4388,6669
6,4388,15966
7,4388,14057
8,4388,10582
9,4388,29829
0,5989,13361
1,5989,26296
2,5989,25380
3,5989,2801
4,5989,8949
5,5989,18927
6,5989,31633
7,5989,19419
8,5989,10524
9,5989,5027
0,1479,23367
1,1479,10134
2,1479,22327
3,1479,29104
4,1479,9910
5,1479,26957
6,1479,26031
7,1479,9210
8,1479,29783
9,1479,143
0,14436,23367
1,14436,23510
2,14436,25221
3,14436,9733
4,14436,29104
5,14436,27979
6,14436,26681
7,14436,9210
8,14436,31361
9,14436,29783
0,18278,6930
1,18278,18720
2,18278,20920
3,18278,16853
4,18278,20316
5,18278,27979
6,18278,6669
7,18278,15966
8,18278,14057
9,18278,31361
0,27612,13361
1,27612,26296
2,27612,25380
3,27612,2801
4,27612,8949
5,27612,18927
6,27612,31633
7,27612,10524
8,27612,5027
9,27612,28680
0,23775,23367
1,23775,10134
2,23775,22327
3,23775,25221
4,23775,29104
5,23775,26957
6,23775,26031
7,23775,9210
8,23775,29783
9,23775,5337
0,2537,22327
1,2537,29104
2,2537,13361
3,2537,30786
4,2537,26296
5,2537,26957
6,2537,18927
7,2537,26031
8,2537,10524
9,2537,24334
0,3903,10683
1,3903,567
2,3903,28167
3,3903,2575
4,3903,30007
5,3903,29006
6,3903,12831
7,3903,31250
8,3903,22208
9,3903,30730
0,22907,25221
1,22907,9733
2,22907,15951
3,22907,26609
4,22907,9492
5,22907,27979
6,22907,26681
7,22907,15966
8,22907,9210
9,22907,31361
0,16520,23367
1,16520,23510
2,16520,25221
3,16520,9733
4,16520,15951
5,16520,27979
6,16520,26681
7,16520,9210
8,16520,31361
9,16520,29783
0,14848,23367
1,14848,23510
2,14848,25221
3,14848,9733
4,14848,15951
5,14848,27979
6,14848,26681
7,14848,9210
8,14848,31361
9,14848,29783
0,2666,25221
1,2666,9733
2,2666,15951
3,2666,26609
4,2666,9492
5,2666,27979
6,2666,26681
7,2666,15966
8,2666,9210
9,2666,31361
0,17269,23367
1,17269,10134
2,17269,22327
3,17269,29104
4,17269,9910
5,17269,26957
6,17269,26031
7,17269,9210
8,17269,29783
9,17269,5337
0,409,13361
1,409,7598
2,409,1628
3,409,25380
4,409,8949
5,409,18927
6,409,31633
7,409,19419
8,409,10524
9,409,5027
0,18789,22327
1,18789,13361
2,18789,30786
3,18789,26296
4,18789,25380
5,18789,26957
6,18789,18927
7,18789,26031
8,18789,10524
9,18789,17426
0,30335,1628
1,30335,963
2,30335,10683
3,30335,567
4,30335,28167
5,30335,19419
6,30335,29006
7,30335,27772
8,30335,10121
9,30335,19254
0,9316,23367
1,9316,23510
2,9316,25221
3,9316,9733
4,9316,29104
5,9316,27979
6,9316,26681
7,9316,9210
8,9316,31361
9,9316,29783
0,4795,23367
1,4795,23510
2,4795,25221
3,4795,9733
4,4795,29104
5,4795,27979
6,4795,26681
7,4795,9210
8,4795,31361
9,4795,29783
0,1036,23367
1,1036,23510
2,1036,25221
3,1036,9733
4,1036,15951
5,1036,27979
6,1036,26681
7,1036,9210
8,1036,31361
9,1036,29783
0,31373,23367
1,31373,10134
2,31373,22327
3,31373,29104
4,31373,9910
5,31373,26957
6,31373,26031
7,31373,9210
8,31373,29783
9,31373,5337
0,16521,25221
1,16521,9733
2,16521,15951
3,16521,26609
4,16521,6930
5,16521,27979
6,16521,26681
7,16521,15966
8,16521,14057
9,16521,31361
0,6409,23367
1,6409,10134
2,6409,22327
3,6409,29104
4,6409,9910
5,6409,26957
6,6409,26031
7,6409,29783
8,6409,143
9,6409,24334
0,24139,23367
1,24139,10134
2,24139,22327
3,24139,25221
4,24139,29104
5,24139,26957
6,24139,26031
7,24139,9210
8,24139,29783
9,24139,5337
0,14432,22327
1,14432,29104
2,14432,13361
3,14432,30786
4,14432,26296
5,14432,26957
6,14432,18927
7,14432,26031
8,14432,29783
9,14432,10524
0,16793,10134
1,16793,22327
2,16793,29104
3,16793,13361
4,16793,30786
5,16793,26957
6,16793,18927
7,16793,26031
8,16793,29783
9,16793,10524
0,12431,6930
1,12431,18720
2,12431,20920
3,12431,9492
4,12431,10032
5,12431,27979
6,12431,6669
7,12431,15966
8,12431,14057
9,12431,31361
0,1160,23367
1,1160,10134
2,1160,23510
3,1160,22327
4,1160,25221
5,1160,26681
6,1160,26031
7,1160,9210
8,1160,29783
9,1160,5337
0,3534,22327
1,3534,13361
2,3534,30786
3,3534,26296
4,3534,25380
5,3534,26957
6,3534,18927
7,3534,26031
8,3534,10524
9,3534,17426
0,21327,25221
1,21327,9733
2,21327,15951
3,21327,26609
4,21327,6930
5,21327,27979
6,21327,6669
7,21327,26681
8,21327,15966
9,21327,14057
0,3823,13361
1,3823,25380
2,3823,2801
3,3823,8949
4,3823,24021
5,3823,18927
6,3823,31633
7,3823,19419
8,3823,10524
9,3823,5027
0,25435,23367
1,25435,10134
2,25435,22327
3,25435,29104
4,25435,9910
5,25435,26957
6,25435,26031
7,25435,9210
8,25435,29783
9,25435,143
0,1714,23367
1,1714,23510
2,1714,25221
3,1714,9733
4,1714,15951
5,1714,27979
6,1714,26681
7,1714,9210
8,1714,31361
9,1714,29783
0,20141,22327
1,20141,13361
2,20141,30786
3,20141,26296
4,20141,25380
5,20141,26957
6,20141,18927
7,20141,31633
8,20141,10524
9,20141,17426
0,5718,23367
1,5718,23510
2,5718,25221
3,5718,9733
4,5718,29104
5,5718,27979
6,5718,26681
7,5718,9210
8,5718,31361
9,5718,29783
0,10530,23367
1,10530,10134
2,10530,22327
3,10530,29104
4,10530,9910
5,10530,26957
6,10530,26031
7,10530,9210
8,10530,29783
9,10530,5337
0,24725,23367
1,24725,23510
2,24725,25221
3,24725,29104
4,24725,15951
5,24725,26681
6,24725,26031
7,24725,9210
8,24725,29783
9,24725,5337
0,18798,23367
1,18798,10134
2,18798,22327
3,18798,25221
4,18798,29104
5,18798,26957
6,18798,26031
7,18798,9210
8,18798,29783
9,18798,5337
0,13388,23367
1,13388,10134
2,13388,22327
3,13388,25221
4,13388,29104
5,13388,26957
6,13388,26031
7,13388,9210
8,13388,29783
9,13388,5337
0,8374,23367
1,8374,23510
2,8374,25221
3,8374,29104
4,8374,15951
5,8374,27979
6,8374,26681
7,8374,26031
8,8374,9210
9,8374,31361
0,25156,23367
1,25156,23510
2,25156,25221
3,25156,9733
4,25156,29104
5,25156,27979
6,25156,26681
7,25156,9210
8,25156,31361
9,25156,29783
0,5086,23367
1,5086,23510
2,5086,25221
3,5086,29104
4,5086,15951
5,5086,27979
6,5086,26681
7,5086,9210
8,5086,31361
9,5086,29783
0,29280,23367
1,29280,23510
2,29280,25221
3,29280,9733
4,29280,15951
5,29280,27979
6,29280,26681
7,29280,9210
8,29280,31361
9,29280,29783
0,2805,7598
1,2805,1628
2,2805,25380
3,2805,8949
4,2805,24021
5,2805,18927
6,2805,31633
7,2805,19419
8,2805,10524
9,2805,5027
0,7990,23367
1,7990,10134
2,7990,22327
3,7990,25221
4,7990,29104
5,7990,26957
6,7990,26031
7,7990,9210
8,7990,29783
9,7990,5337
0,15078,9733
1,15078,15951
2,15078,26609
3,15078,6930
4,15078,18720
5,15078,27979
6,15078,6669
7,15078,26681
8,15078,15966
9,15078,14057
0,463,23367
1,463,10134
2,463,23510
3,463,22327
4,463,25221
5,463,26681
6,463,26031
7,463,9210
8,463,29783
9,463,5337
0,8381,25221
1,8381,9733
2,8381,15951
3,8381,26609
4,8381,6930
5,8381,27979
6,8381,26681
7,8381,15966
8,8381,9210
9,8381,14057
0,11731,6930
1,11731,18720
2,11731,20920
3,11731,16853
4,11731,5052
5,11731,6669
6,11731,15966
7,11731,14057
8,11731,10582
9,11731,29829
0,16435,7598
1,16435,1628
2,16435,17044
3,16435,10683
4,16435,567
5,16435,19419
6,16435,25857
7,16435,29006
8,16435,27772
9,16435,10121
0,7747,23367
1,7747,10134
2,7747,22327
3,7747,25221
4,7747,29104
5,7747,26957
6,7747,26031
7,7747,9210
8,7747,29783
9,7747,5337
0,14659,23367
1,14659,23510
2,14659,25221
3,14659,9733
4,14659,29104
5,14659,27979
6,14659,26681
7,14659,9210
8,14659,31361
9,14659,29783
0,29337,23367
1,29337,23510
2,29337,25221
3,29337,29104
4,29337,15951
5,29337,26681
6,29337,26031
7,29337,9210
8,29337,29783
9,29337,5337
0,29967,13361
1,29967,26296
2,29967,25380
3,29967,2801
4,29967,8949
5,29967,18927
6,29967,31633
7,29967,19419
8,29967,10524
9,29967,5027
0,3901,7598
1,3901,1628
2,3901,17044
3,3901,10683
4,3901,567
5,3901,19419
6,3901,25857
7,3901,29006
8,3901,27772
9,3901,29976
0,12580,23367
1,12580,23510
2,12580,25221
3,12580,29104
4,12580,15951
5,12580,27979
6,12580,26681
7,12580,9210
8,12580,31361
9,12580,29783
0,21860,22327
1,21860,13361
2,21860,30786
3,21860,26296
4,21860,25380
5,21860,26957
6,21860,18927
7,21860,31633
