,Anchor,Positive
3,170,197
4,170,783
5,170,161
6,170,723
7,170,550
8,170,391
9,170,856
0,472,640
1,472,885
2,472,610
3,472,515
4,472,723
5,472,837
6,472,147
7,472,732
0,559,727
1,559,602
2,559,124
3,559,331
4,559,614
5,559,410
6,559,954
7,559,801
8,559,139
9,559,96
0,9,705
1,9,833
0,334,826
1,334,802
2,334,658
0,307,640
1,307,885
2,307,610
3,307,783
4,307,515
5,307,723
6,307,837
7,307,147
8,307,732
0,188,640
1,188,885
2,188,610
3,188,783
4,188,515
5,188,723
6,188,837
7,188,147
8,188,732
0,578,593
1,578,707
2,578,607
3,578,974
4,578,468
5,578,263
6,578,418
7,578,455
0,878,647
1,878,922
2,878,747
3,878,634
4,878,15
5,878,389
6,878,680
7,878,448
8,878,437
9,878,582
0,788,44
0,979,414
1,979,647
2,979,790
3,979,429
4,979,504
5,979,448
6,979,797
7,979,437
8,979,259
9,979,582
0,528,252
1,528,359
2,528,556
3,528,144
4,528,251
5,528,866
6,528,898
7,528,66
0,184,640
1,184,751
2,184,240
3,184,885
4,184,601
5,184,723
6,184,550
7,184,391
8,184,856
9,184,215
0,588,790
1,588,429
2,588,504
3,588,831
4,588,611
5,588,161
6,588,797
7,588,437
8,588,259
9,588,702
0,143,724
1,143,359
2,143,866
3,143,600
4,143,733
5,143,795
6,143,396
0,949,667
1,949,523
2,949,480
3,949,537
4,949,630
0,558,667
1,558,523
2,558,480
3,558,537
4,558,630
0,594,414
1,594,647
2,594,504
3,594,831
4,594,611
5,594,389
6,594,448
7,594,797
8,594,437
9,594,582
0,813,500
1,813,707
2,813,521
3,813,909
4,813,64
5,813,462
6,813,369
7,813,539
0,731,727
1,731,602
2,731,124
3,731,761
4,731,331
5,731,410
6,731,954
7,731,139
8,731,372
9,731,96
0,597,802
1,597,317
2,597,658
0,580,790
1,580,429
2,580,504
3,580,751
4,580,240
5,580,161
6,580,550
7,580,391
8,580,259
9,580,856
0,754,389
1,754,680
2,754,448
3,754,82
4,754,267
0,4,557
1,4,306
2,4,141
0,653,70
0,720,414
1,720,647
2,720,790
3,720,429
4,720,504
5,720,389
6,720,448
7,720,797
8,720,437
9,720,582
0,827,802
1,827,658
0,598,593
1,598,607
2,598,974
3,598,468
4,598,263
5,598,418
6,598,455
0,535,359
1,535,556
2,535,144
3,535,251
4,535,866
5,535,898
6,535,66
0,759,640
1,759,885
2,759,610
3,759,783
4,759,515
5,759,723
6,759,837
7,759,147
8,759,732
0,454,306
1,454,141
2,454,296
0,542,59
1,542,292
0,495,500
1,495,707
2,495,462
3,495,369
4,495,539
5,495,576
6,495,767
0,621,647
1,621,466
2,621,389
3,621,680
4,621,448
5,621,582
6,621,702
0,194,500
1,194,707
2,194,521
3,194,64
4,194,462
5,194,369
6,194,539
7,194,576
0,543,593
1,543,707
2,543,974
3,543,468
4,543,263
5,543,418
6,543,462
0,182,466
1,182,680
2,182,83
3,182,801
4,182,995
5,182,82
0,648,240
1,648,885
2,648,601
3,648,197
4,648,783
5,648,161
6,648,723
7,648,550
8,648,391
9,648,856
0,674,724
1,674,607
2,674,733
3,674,455
4,674,396
5,674,896
6,674,746
0,273,500
1,273,707
2,273,521
3,273,909
4,273,64
5,273,462
6,273,369
7,273,539
0,174,603
1,174,523
2,174,480
3,174,612
4,174,777
5,174,967
0,853,647
1,853,922
2,853,634
3,853,15
4,853,389
5,853,680
6,853,448
7,853,437
8,853,582
0,54,834
1,54,172
2,54,252
3,54,556
4,54,144
5,54,251
6,54,866
7,54,898
8,54,66
0,884,826
0,935,727
1,935,602
2,935,124
3,935,331
4,935,614
5,935,410
6,935,954
7,935,801
8,935,139
9,935,96
0,946,570
1,946,603
2,946,521
3,946,523
4,946,189
5,946,909
6,946,612
7,946,777
0,13,790
1,13,429
2,13,504
3,13,831
4,13,611
5,13,161
6,13,797
7,13,437
8,13,259
9,13,664
0,861,834
1,861,172
2,861,252
3,861,556
4,861,144
5,861,251
6,861,898
7,861,66
8,861,600
0,56,292
0,289,240
1,289,601
2,289,166
3,289,197
4,289,161
5,289,550
6,289,391
7,289,259
8,289,856
0,766,475
1,766,500
2,766,707
3,766,521
4,766,189
5,766,909
6,766,64
7,766,462
8,766,369
0,412,252
1,412,359
2,412,556
3,412,144
4,412,251
5,412,866
6,412,898
7,412,66
0,624,593
1,624,724
2,624,607
3,624,263
4,624,733
5,624,455
6,624,396
7,624,896
0,656,640
1,656,751
2,656,240
3,656,885
4,656,601
5,656,723
6,656,550
7,656,391
8,656,856
9,656,215
0,313,640
1,313,885
2,313,610
3,313,783
4,313,515
5,313,723
6,313,837
7,313,147
8,313,732
0,230,802
1,230,317
2,230,658
0,62,727
1,62,602
2,62,124
3,62,331
4,62,614
5,62,410
6,62,954
7,62,801
8,62,139
9,62,96
0,948,647
1,948,466
2,948,389
3,948,680
4,948,448
5,948,582
6,948,702
0,89,790
1,89,429
2,89,504
3,89,751
4,89,831
5,89,161
6,89,550
7,89,797
8,89,391
9,89,259
0,137,640
1,137,240
2,137,885
3,137,601
4,137,610
5,137,515
6,137,723
7,137,856
8,137,147
9,137,732
0,849,640
1,849,885
2,849,610
3,849,783
4,849,515
5,849,723
6,849,837
7,849,147
8,849,732
0,822,593
1,822,724
2,822,607
3,822,974
4,822,468
5,822,263
6,822,418
7,822,733
0,757,414
1,757,647
2,757,790
3,757,429
4,757,504
5,757,448
6,757,797
7,757,437
8,757,259
9,757,582
0,652,252
1,652,359
2,652,556
3,652,144
4,652,251
5,652,866
6,652,898
7,652,66
0,191,826
1,191,779
2,191,211
3,191,258
4,191,312
5,191,347
0,237,593
1,237,607
2,237,974
3,237,468
4,237,263
5,237,418
6,237,455
0,899,802
1,899,658
0,780,306
1,780,760
2,780,141
3,780,833
0,368,603
1,368,667
2,368,523
3,368,480
4,368,612
5,368,341
0,701,59
1,701,292
0,74,727
1,74,602
2,74,124
3,74,761
4,74,331
5,74,410
6,74,954
7,74,139
8,74,96
9,74,577
0,510,640
1,510,240
2,510,885
3,510,601
4,510,610
5,510,515
6,510,723
7,510,837
8,510,856
9,510,147
0,349,790
1,349,429
2,349,504
3,349,751
4,349,831
5,349,161
6,349,550
7,349,797
8,349,391
9,349,437
0,914,475
1,914,500
2,914,521
3,914,189
4,914,909
5,914,64
6,914,462
7,914,369
0,918,359
1,918,556
2,918,144
3,918,251
4,918,866
5,918,600
6,918,795
0,622,826
1,622,779
2,622,211
3,622,258
4,622,347
5,622,487
0,925,640
1,925,885
2,925,610
3,925,783
4,925,515
5,925,723
6,925,837
7,925,147
8,925,732
0,503,790
1,503,429
2,503,504
3,503,831
4,503,611
5,503,161
6,503,797
7,503,437
8,503,259
9,503,702
0,561,466
1,561,389
2,561,680
3,561,448
4,561,582
5,561,82
0,796,815
0,321,727
1,321,602
2,321,124
3,321,331
4,321,614
5,321,410
6,321,954
7,321,801
8,321,139
9,321,96
0,807,240
1,807,885
2,807,601
3,807,197
4,807,783
5,807,161
6,807,723
7,807,550
8,807,391
9,807,856
0,254,124
1,254,761
2,254,172
3,254,252
4,254,842
5,254,410
6,254,954
7,254,898
8,254,66
9,254,139
0,839,593
1,839,724
2,839,607
3,839,468
4,839,263
5,839,733
6,839,455
7,839,396
0,225,593
1,225,724
2,225,607
3,225,468
4,225,263
5,225,733
6,225,455
7,225,396
0,937,761
1,937,172
2,937,252
3,937,842
4,937,410
5,937,898
6,937,66
7,937,372
8,937,96
0,183,779
1,183,211
2,183,258
3,183,630
4,183,312
0,31,826
1,31,779
0,149,389
1,149,680
2,149,448
3,149,995
4,149,82
0,461,727
1,461,602
2,461,331
3,461,614
4,461,466
5,461,83
6,461,801
7,461,995
8,461,82
9,461,139
0,625,727
1,625,602
2,625,124
3,625,761
4,625,331
5,625,410
6,625,954
7,625,139
8,625,96
9,625,577
0,322,707
1,322,974
2,322,468
3,322,263
4,322,418
5,322,462
0,687,593
1,687,707
2,687,974
3,687,468
4,687,263
5,687,418
6,687,462
0,316,640
1,316,885
2,316,610
3,316,783
4,316,515
5,316,723
6,316,837
7,316,147
8,316,732
0,0,790
1,0,429
2,0,504
3,0,831
4,0,611
5,0,161
6,0,797
7,0,437
8,0,259
9,0,664
0,234,647
1,234,466
2,234,389
3,234,680
4,234,448
5,234,582
6,234,82
0,660,414
1,660,647
2,660,790
3,660,429
4,660,504
5,660,389
6,660,448
7,660,797
8,660,437
9,660,259
0,989,727
1,989,602
2,989,331
3,989,614
4,989,466
5,989,954
6,989,83
7,989,801
8,989,995
9,989,139
0,53,570
1,53,603
2,53,523
3,53,189
4,53,612
5,53,777
0,283,647
1,283,922
2,283,466
3,283,389
4,283,680
5,283,448
6,283,582
7,283,702
0,401,727
1,401,602
2,401,124
3,401,331
4,401,614
5,401,410
6,401,954
7,401,83
8,401,801
9,401,995
0,164,751
1,164,240
2,164,885
3,164,601
4,164,197
5,164,161
6,164,723
7,164,550
8,164,391
9,164,856
0,619,640
1,619,885
2,619,610
3,619,515
4,619,723
5,619,837
6,619,147
7,619,732
0,891,727
1,891,602
2,891,124
3,891,331
4,891,614
5,891,410
6,891,954
7,891,83
8,891,801
9,891,995
0,281,389
1,281,680
2,281,448
3,281,995
4,281,82
0,587,414
1,587,647
2,587,790
3,587,429
4,587,504
5,587,389
6,587,448
7,587,797
8,587,437
9,587,259
0,26,111
1,26,590
2,26,379
3,26,458
4,26,750
0,114,602
1,114,614
2,114,466
3,114,680
4,114,83
5,114,801
6,114,995
7,114,82
0,871,414
1,871,647
2,871,790
3,871,429
4,871,504
5,871,389
6,871,448
7,871,797
8,871,437
9,871,582
0,859,667
1,859,523
2,859,480
3,859,537
4,859,630
0,104,724
1,104,359
2,104,144
3,104,866
4,104,600
5,104,733
6,104,795
0,269,240
1,269,601
2,269,166
3,269,197
4,269,783
5,269,161
6,269,550
7,269,391
8,269,259
9,269,856
0,737,802
1,737,317
2,737,675
3,737,658
0,310,572
0,222,640
1,222,885
2,222,610
3,222,783
4,222,515
5,222,723
6,222,837
7,222,147
8,222,732
0,365,647
1,365,466
2,365,389
3,365,680
4,365,448
5,365,582
6,365,82
0,787,593
1,787,607
2,787,974
3,787,468
4,787,263
5,787,418
6,787,733
0,198,593
1,198,607
2,198,974
3,198,468
4,198,263
5,198,418
6,198,733
0,782,647
1,782,922
2,782,747
3,782,634
4,782,15
5,782,389
6,782,680
7,782,448
8,782,797
9,782,437
0,803,240
1,803,601
2,803,166
3,803,197
4,803,783
5,803,161
6,803,550
7,803,391
8,803,856
9,803,215
0,756,414
1,756,647
2,756,790
3,756,429
4,756,504
5,756,389
6,756,448
7,756,797
8,756,437
9,756,259
0,338,802
1,338,658
0,511,911
1,511,306
2,511,141
3,511,675
4,511,296
0,666,603
1,666,667
2,666,523
3,666,480
4,666,537
5,666,612
0,999,911
1,999,910
2,999,675
3,999,296
0,745,727
1,745,602
2,745,124
3,745,331
4,745,614
5,745,954
6,745,83
7,745,801
8,745,995
9,745,139
0,125,172
1,125,252
2,125,556
3,125,251
4,125,410
5,125,898
6,125,66
7,125,385
0,956,301
1,956,667
2,956,480
3,956,258
4,956,537
5,956,630
0,28,724
1,28,359
2,28,556
3,28,144
4,28,866
5,28,600
6,28,795
7,28,276
0,784,292
0,497,389
1,497,680
2,497,448
3,497,995
4,497,82
0,239,607
1,239,359
2,239,866
3,239,733
4,239,455
5,239,396
6,239,896
0,692,707
1,692,974
2,692,468
3,692,263
4,692,418
5,692,462
0,907,667
1,907,779
2,907,480
3,907,211
4,907,258
0,489,667
1,489,523
2,489,480
3,489,537
4,489,612
0,425,593
1,425,607
2,425,974
3,425,468
4,425,263
5,425,418
6,425,455
0,726,414
1,726,647
2,726,790
3,726,429
4,726,504
5,726,389
6,726,448
7,726,797
8,726,437
9,726,259
0,532,647
1,532,922
2,532,466
3,532,634
4,532,389
5,532,680
6,532,448
7,532,582
8,532,702
0,287,870
1,287,815
0,654,359
1,654,556
2,654,144
3,654,251
4,654,866
5,654,898
6,654,600
0,280,570
1,280,603
2,280,523
3,280,189
4,280,612
5,280,777
0,430,603
1,430,667
2,430,523
3,430,480
4,430,612
5,430,341
0,643,727
1,643,602
2,643,124
3,643,331
4,643,614
5,643,410
6,643,954
7,643,83
8,643,801
9,643,995
0,177,111
1,177,590
2,177,379
3,177,458
4,177,750
0,187,790
1,187,429
2,187,504
3,187,831
4,187,611
5,187,161
6,187,797
7,187,437
8,187,259
9,187,664
0,769,466
1,769,680
2,769,83
3,769,801
4,769,995
5,769,82
0,857,570
1,857,603
2,857,521
3,857,523
4,857,189
5,857,909
6,857,64
7,857,612
0,824,779
1,824,211
2,824,258
3,824,630
4,824,312
0,17,70
0,484,790
1,484,429
2,484,504
3,484,831
4,484,611
5,484,161
6,484,797
7,484,437
8,484,259
9,484,664
0,245,414
1,245,647
2,245,790
3,245,429
4,245,504
5,245,797
6,245,437
7,245,259
8,245,582
9,245,702
0,415,80
1,415,753
2,415,73
0,397,359
1,397,556
2,397,144
3,397,251
4,397,866
5,397,898
6,397,600
0,107,80
1,107,59
2,107,44
3,107,73
0,609,414
1,609,647
2,609,790
3,609,429
4,609,504
5,609,389
6,609,448
7,609,797
8,609,437
9,609,259
0,749,500
1,749,707
2,749,521
3,749,64
4,749,462
5,749,369
6,749,539
7,749,576
0,959,500
1,959,707
2,959,521
3,959,909
4,959,64
5,959,462
6,959,369
7,959,539
0,38,414
1,38,647
2,38,790
3,38,429
4,38,504
5,38,797
6,38,437
7,38,259
8,38,582
9,38,702
0,608,761
1,608,172
2,608,252
3,608,842
4,608,410
5,608,954
6,608,898
7,608,66
8,608,372
0,541,124
1,541,761
2,541,172
3,541,252
4,541,842
5,541,410
6,541,954
7,541,898
8,541,66
9,541,139
0,940,667
1,940,523
2,940,480
3,940,537
4,940,630
0,547,389
1,547,680
2,547,448
3,547,82
4,547,267
0,115,667
1,115,523
2,115,480
3,115,537
4,115,630
0,60,647
1,60,611
2,60,922
3,60,747
4,60,308
5,60,389
6,60,680
7,60,448
8,60,797
9,60,437
0,512,593
1,512,724
2,512,607
3,512,974
4,512,468
5,512,263
6,512,418
7,512,733
0,663,790
1,663,429
2,663,504
3,663,751
4,663,240
5,663,161
6,663,550
7,663,391
8,663,259
9,663,856
0,605,593
1,605,707
2,605,607
3,605,974
4,605,468
5,605,263
6,605,418
7,605,455
0,743,724
1,743,359
2,743,866
3,743,600
4,743,733
5,743,396
6,743,896
0,478,790
1,478,429
2,478,751
3,478,240
4,478,601
5,478,161
6,478,550
7,478,391
8,478,259
9,478,856
0,703,359
1,703,866
2,703,733
3,703,396
4,703,896
5,703,276
0,673,761
1,673,172
2,673,252
3,673,842
4,673,410
5,673,898
6,673,66
7,673,385
8,673,372
0,848,647
1,848,504
2,848,831
3,848,611
4,848,922
5,848,389
6,848,448
7,848,797
8,848,437
9,848,582
0,77,911
1,77,306
2,77,141
3,77,296
0,716,475
1,716,500
2,716,707
3,716,521
4,716,909
5,716,64
6,716,462
7,716,369
8,716,539
0,214,570
1,214,603
2,214,521
3,214,523
4,214,189
5,214,909
6,214,64
7,214,612
0,112,59
1,112,44
2,112,292
0,55,640
1,55,240
2,55,885
3,55,601
4,55,610
5,55,723
6,55,856
7,55,215
8,55,147
9,55,732
0,123,640
1,123,240
2,123,885
3,123,601
4,123,610
5,123,723
6,123,856
7,123,215
8,123,147
9,123,732
0,794,500
1,794,707
2,794,521
3,794,909
4,794,64
5,794,462
6,794,369
7,794,539
0,403,640
1,403,240
2,403,885
3,403,601
4,403,610
5,403,723
6,403,856
7,403,215
8,403,147
9,403,732
0,438,570
1,438,603
2,438,523
3,438,189
4,438,612
5,438,777
0,508,647
1,508,922
2,508,747
3,508,634
4,508,15
5,508,389
6,508,680
7,508,448
8,508,797
9,508,437
0,694,834
1,694,252
2,694,359
3,694,556
4,694,144
5,694,251
6,694,866
7,694,898
8,694,66
0,971,815
0,132,593
1,132,724
2,132,607
3,132,974
4,132,468
5,132,263
6,132,418
7,132,733
0,709,172
1,709,252
2,709,556
3,709,251
4,709,410
5,709,898
6,709,66
7,709,385
0,774,647
1,774,922
2,774,634
3,774,389
4,774,680
5,774,448
6,774,582
7,774,702
0,628,826
0,644,727
1,644,602
2,644,124
3,644,331
4,644,614
5,644,410
6,644,954
7,644,83
8,644,801
9,644,995
0,519,640
1,519,885
2,519,610
3,519,783
4,519,515
5,519,723
6,519,837
7,519,147
8,519,732
0,421,124
1,421,761
2,421,172
3,421,252
4,421,842
5,421,410
6,421,954
7,421,898
8,421,66
9,421,139
0,655,826
1,655,779
2,655,211
3,655,258
0,863,910
1,863,675
2,863,296
0,339,647
1,339,922
2,339,466
3,339,389
4,339,680
5,339,448
6,339,582
7,339,702
0,710,640
1,710,610
2,710,515
3,710,723
4,710,837
5,710,147
6,710,732
0,695,414
1,695,647
2,695,790
3,695,429
4,695,504
5,695,797
6,695,437
7,695,259
8,695,582
9,695,702
0,990,667
1,990,523
2,990,480
3,990,537
4,990,630
0,793,707
1,793,974
2,793,468
3,793,263
4,793,418
5,793,462
0,568,826
1,568,779
2,568,211
0,765,790
1,765,429
2,765,504
3,765,831
4,765,611
5,765,161
6,765,550
7,765,797
8,765,437
9,765,259
0,158,603
1,158,667
2,158,523
3,158,480
4,158,537
5,158,612
0,718,475
1,718,500
2,718,521
3,718,189
4,718,909
5,718,64
6,718,462
7,718,369
0,297,414
1,297,647
2,297,790
3,297,429
4,297,504
5,297,389
6,297,448
7,297,797
8,297,437
9,297,259
0,851,826
0,533,414
1,533,647
2,533,790
3,533,429
4,533,504
5,533,389
6,533,448
7,533,797
8,533,437
9,533,259
0,852,647
1,852,922
2,852,634
3,852,389
4,852,680
5,852,448
6,852,582
7,852,702
0,388,359
1,388,556
2,388,144
3,388,251
4,388,866
5,388,898
6,388,66
0,173,647
1,173,922
2,173,747
3,173,634
4,173,15
5,173,389
6,173,680
7,173,448
8,173,797
9,173,437
0,823,640
1,823,885
2,823,610
3,823,783
4,823,515
5,823,723
6,823,837
7,823,856
8,823,147
0,626,172
1,626,252
2,626,556
3,626,251
4,626,410
5,626,898
6,626,66
7,626,385
0,502,790
1,502,429
2,502,504
3,502,751
4,502,831
5,502,161
6,502,550
7,502,797
8,502,391
9,502,437
0,928,727
1,928,602
2,928,124
3,928,331
4,928,614
5,928,410
6,928,954
7,928,83
8,928,801
9,928,995
0,904,414
1,904,647
2,904,790
3,904,429
4,904,504
5,904,448
6,904,797
7,904,437
8,904,259
9,904,582
0,442,593
1,442,724
2,442,607
3,442,468
4,442,263
5,442,418
6,442,733
7,442,455
0,39,111
1,39,515
2,39,837
3,39,590
4,39,379
0,138,593
1,138,724
2,138,607
3,138,974
4,138,468
5,138,263
6,138,418
7,138,733
0,344,826
1,344,779
2,344,211
3,344,258
0,773,834
1,773,172
2,773,252
3,773,556
4,773,144
5,773,251
6,773,898
7,773,66
8,773,600
0,962,667
1,962,523
2,962,480
3,962,537
4,962,630
0,390,727
1,390,602
2,390,124
3,390,331
4,390,614
5,390,410
6,390,954
7,390,83
8,390,801
9,390,995
0,356,359
1,356,556
2,356,144
3,356,251
4,356,866
5,356,898
6,356,66
0,42,44
0,685,292
0,433,761
1,433,172
2,433,252
3,433,842
4,433,410
5,433,898
6,433,66
7,433,372
8,433,96
0,84,359
1,84,556
2,84,144
3,84,251
4,84,866
5,84,898
6,84,66
0,942,240
1,942,885
2,942,601
3,942,197
4,942,783
5,942,161
6,942,723
7,942,550
8,942,391
9,942,856
0,110,647
1,110,922
2,110,634
3,110,389
4,110,680
5,110,448
6,110,437
7,110,582
0,698,727
1,698,602
2,698,124
3,698,331
4,698,614
5,698,954
6,698,83
7,698,801
8,698,995
9,698,139
0,800,389
1,800,680
2,800,83
3,800,995
4,800,82
0,370,475
1,370,500
2,370,707
3,370,521
4,370,909
5,370,64
6,370,462
7,370,369
8,370,539
0,447,724
1,447,607
2,447,733
3,447,455
4,447,396
5,447,896
6,447,746
0,342,475
1,342,500
2,342,603
3,342,521
4,342,189
5,342,909
6,342,64
7,342,612
0,413,389
1,413,680
2,413,83
3,413,995
4,413,82
0,343,317
1,343,675
0,97,593
1,97,724
2,97,607
3,97,468
4,97,263
5,97,418
6,97,733
7,97,455
0,90,640
1,90,610
2,90,515
3,90,837
4,90,147
5,90,732
6,90,976
0,157,111
1,157,590
2,157,379
3,157,458
4,157,750
0,499,414
1,499,647
2,499,790
3,499,429
4,499,504
5,499,389
6,499,448
7,499,797
8,499,437
9,499,582
0,298,607
1,298,359
2,298,866
3,298,733
4,298,396
5,298,896
6,298,276
0,762,834
1,762,172
2,762,252
3,762,556
4,762,144
5,762,251
6,762,898
7,762,66
8,762,600
0,41,790
1,41,429
2,41,504
3,41,831
4,41,611
5,41,161
6,41,550
7,41,797
8,41,437
9,41,259
0,886,593
1,886,707
2,886,607
3,886,974
4,886,468
5,886,263
6,886,418
7,886,455
0,791,59
1,791,292
0,2,172
1,2,252
2,2,842
3,2,251
4,2,410
5,2,898
6,2,66
7,2,385
0,133,727
1,133,602
2,133,124
3,133,761
4,133,331
5,133,410
6,133,954
7,133,139
8,133,372
9,133,96
0,40,359
1,40,556
2,40,144
3,40,251
4,40,866
5,40,898
6,40,66
0,860,80
1,860,753
2,860,73
0,440,727
1,440,602
2,440,124
3,440,331
4,440,614
5,440,410
6,440,954
7,440,83
8,440,801
9,440,995
0,65,705
1,65,760
2,65,833
0,126,640
1,126,885
2,126,610
3,126,783
4,126,515
5,126,723
6,126,837
7,126,147
8,126,732
0,629,826
1,629,779
2,629,211
3,629,258
4,629,312
5,629,347
0,290,790
1,290,429
2,290,504
3,290,751
4,290,240
5,290,161
6,290,550
7,290,391
8,290,259
9,290,215
0,669,500
1,669,707
2,669,462
3,669,369
4,669,539
5,669,576
6,669,767
0,23,727
1,23,602
2,23,124
3,23,331
4,23,614
5,23,410
6,23,954
7,23,83
8,23,801
9,23,995
0,957,790
1,957,429
2,957,504
3,957,831
4,957,611
5,957,161
6,957,550
7,957,797
8,957,437
9,957,259
0,877,667
1,877,523
2,877,480
3,877,537
4,877,630
0,363,727
1,363,602
2,363,124
3,363,331
4,363,614
5,363,954
6,363,83
7,363,801
8,363,995
9,363,139
0,477,557
1,477,760
2,477,833
0,740,359
1,740,556
2,740,144
3,740,251
4,740,866
5,740,898
6,740,66
0,988,292
0,423,389
1,423,680
2,423,995
3,423,82
4,423,267
0,620,301
1,620,667
2,620,480
3,620,258
4,620,537
5,620,630
0,729,414
1,729,647
2,729,790
3,729,429
4,729,504
5,729,448
6,729,797
7,729,437
8,729,259
9,729,582
0,476,724
1,476,607
2,476,359
3,476,733
4,476,455
5,476,396
6,476,896
7,476,746
0,810,640
1,810,751
2,810,240
3,810,885
4,810,601
5,810,161
6,810,723
7,810,550
8,810,391
9,810,856
0,232,172
1,232,252
2,232,556
3,232,144
4,232,251
5,232,898
6,232,66
7,232,795
0,970,647
1,970,922
2,970,466
3,970,634
4,970,389
5,970,680
6,970,448
7,970,582
8,970,702
0,358,640
1,358,240
2,358,885
3,358,601
4,358,610
5,358,723
6,358,856
7,358,215
8,358,147
9,358,732
0,352,475
1,352,500
2,352,603
3,352,521
4,352,189
5,352,909
6,352,64
7,352,612
0,162,414
1,162,647
2,162,790
3,162,429
4,162,504
5,162,448
6,162,797
7,162,437
8,162,259
9,162,582
0,947,593
1,947,707
2,947,974
3,947,468
4,947,263
5,947,418
6,947,462
0,490,727
1,490,602
2,490,124
3,490,331
4,490,614
5,490,410
6,490,954
7,490,801
8,490,139
9,490,96
0,906,667
1,906,779
2,906,211
3,906,258
4,906,537
0,838,707
1,838,974
2,838,462
3,838,369
4,838,539
5,838,576
0,551,727
1,551,602
2,551,331
3,551,614
4,551,466
5,551,954
6,551,83
7,551,801
8,551,995
9,551,139
0,686,414
1,686,647
2,686,790
3,686,429
4,686,504
5,686,389
6,686,448
7,686,797
8,686,437
9,686,582
0,98,359
1,98,556
2,98,144
3,98,251
4,98,866
5,98,898
6,98,600
0,233,640
1,233,751
2,233,240
3,233,885
4,233,601
5,233,723
6,233,550
7,233,391
8,233,856
9,233,215
0,992,727
1,992,602
2,992,124
3,992,331
4,992,614
5,992,410
6,992,954
7,992,801
8,992,139
9,992,96
0,201,790
1,201,429
2,201,504
3,201,831
4,201,611
5,201,161
6,201,797
7,201,437
8,201,259
9,201,664
0,678,359
1,678,556
2,678,144
3,678,251
4,678,866
5,678,600
6,678,795
0,776,667
1,776,523
2,776,480
3,776,537
4,776,630
0,220,640
1,220,610
2,220,515
3,220,837
4,220,147
5,220,732
6,220,976
0,406,834
1,406,172
2,406,252
3,406,556
4,406,144
5,406,251
6,406,898
7,406,66
8,406,600
0,202,557
1,202,760
2,202,833
0,986,59
1,986,44
2,986,292
0,933,111
1,933,515
2,933,837
3,933,147
4,933,590
0,93,667
