,Anchor,Positive
4,401,954
5,401,139
6,401,577
7,401,623
0,164,601
1,164,197
2,164,856
3,164,215
4,164,697
5,164,873
6,164,102
0,619,837
1,619,147
2,619,562
0,891,727
1,891,602
2,891,331
3,891,614
4,891,801
5,891,139
6,891,623
7,891,920
0,281,82
1,281,267
2,281,526
3,281,592
4,281,441
0,587,747
1,587,308
2,587,15
3,587,797
4,587,437
5,587,350
6,587,86
7,587,604
0,26,111
1,26,590
2,26,750
0,871,647
1,871,922
2,871,634
3,871,582
4,871,702
5,871,219
6,871,47
7,871,86
0,859,480
1,859,537
2,859,341
3,859,908
4,859,967
0,104,276
1,104,69
0,269,197
1,269,550
2,269,391
3,269,664
4,269,483
0,222,640
1,222,610
2,222,147
3,222,732
4,222,976
5,222,562
0,365,82
1,365,267
2,365,934
3,365,526
4,365,592
0,787,593
1,787,468
2,787,263
3,787,418
0,198,593
1,198,468
2,198,263
3,198,418
4,198,770
0,782,647
1,782,922
2,782,389
3,782,448
4,782,582
5,782,702
6,782,219
0,803,197
1,803,550
2,803,391
3,803,215
4,803,697
5,803,102
0,756,634
1,756,15
2,756,797
3,756,437
4,756,47
5,756,86
6,756,604
0,511,296
0,666,523
1,666,777
0,999,675
0,745,602
1,745,614
2,745,83
3,745,801
4,745,920
0,125,252
1,125,66
2,125,372
3,125,336
4,125,584
0,956,537
1,956,630
2,956,613
0,28,866
1,28,276
2,28,69
0,784,292
0,497,82
1,497,267
2,497,526
3,497,592
4,497,441
0,239,746
0,692,767
0,907,312
1,907,347
2,907,487
0,489,523
1,489,777
2,489,967
0,425,974
1,425,468
2,425,263
3,425,418
4,425,770
0,726,747
1,726,634
2,726,15
3,726,437
4,726,219
5,726,47
6,726,86
7,726,604
0,532,680
1,532,267
2,532,934
3,532,345
4,532,526
0,654,866
1,654,600
2,654,795
3,654,69
0,280,612
0,430,523
0,643,727
1,643,602
2,643,331
3,643,614
4,643,954
5,643,139
6,643,623
7,643,920
0,177,590
1,177,379
2,177,458
0,187,790
1,187,429
2,187,504
3,187,831
4,187,166
5,187,259
6,187,708
7,187,221
0,769,441
0,857,612
0,824,258
1,824,312
2,824,347
3,824,487
0,484,790
1,484,429
2,484,504
3,484,831
4,484,166
5,484,259
6,484,708
7,484,221
0,245,831
1,245,611
2,245,747
3,245,308
4,245,15
5,245,797
6,245,437
7,245,350
8,245,708
9,245,86
0,397,866
1,397,600
2,397,795
3,397,69
0,609,15
1,609,797
2,609,437
3,609,47
4,609,86
5,609,604
0,749,369
1,749,539
0,959,500
1,959,462
2,959,539
0,38,790
1,38,429
2,38,504
3,38,831
4,38,611
5,38,797
6,38,350
7,38,708
8,38,955
9,38,221
0,608,96
1,608,336
2,608,546
0,541,96
1,541,546
0,940,523
1,940,480
2,940,777
3,940,967
0,547,82
1,547,267
2,547,934
3,547,526
4,547,592
0,115,480
1,115,537
2,115,341
3,115,908
4,115,967
0,60,647
1,60,922
2,60,634
3,60,448
4,60,582
5,60,702
6,60,219
7,60,987
0,512,607
1,512,455
0,663,550
1,663,664
2,663,288
3,663,883
0,605,418
1,605,770
0,478,550
1,478,664
0,673,172
1,673,336
2,673,584
0,848,647
1,848,922
2,848,634
3,848,582
4,848,702
5,848,219
6,848,987
7,848,47
0,77,306
1,77,141
0,716,500
1,716,539
0,214,612
0,55,640
1,55,885
2,55,610
3,55,783
4,55,723
5,55,732
6,55,976
0,123,640
1,123,885
2,123,610
3,123,783
4,123,723
5,123,732
6,123,976
0,794,462
1,794,539
0,403,885
1,403,783
2,403,723
3,403,732
4,403,976
0,438,612
0,508,647
1,508,922
2,508,389
3,508,448
4,508,582
5,508,702
6,508,219
0,694,556
1,694,144
2,694,251
3,694,600
4,694,795
5,694,385
0,132,593
1,132,607
2,132,263
3,132,455
0,709,172
1,709,252
2,709,66
3,709,372
4,709,336
5,709,584
0,774,267
1,774,934
2,774,345
3,774,526
4,774,679
0,644,727
1,644,602
2,644,124
3,644,331
4,644,954
5,644,139
6,644,577
7,644,623
0,519,640
1,519,610
2,519,147
3,519,562
0,421,96
1,421,546
0,339,82
1,339,267
2,339,934
3,339,526
4,339,592
0,710,837
1,710,147
2,710,562
0,695,790
1,695,429
2,695,504
3,695,831
4,695,611
5,695,797
6,695,437
7,695,350
8,695,708
9,695,955
0,990,480
1,990,537
2,990,341
3,990,908
4,990,967
0,793,767
0,765,790
1,765,429
2,765,504
3,765,166
4,765,259
5,765,708
6,765,221
0,158,523
1,158,777
0,718,500
1,718,521
2,718,909
3,718,64
0,297,747
1,297,308
2,297,15
3,297,797
4,297,437
5,297,350
6,297,86
7,297,604
0,533,634
1,533,15
2,533,797
3,533,437
4,533,219
5,533,47
6,533,86
0,852,448
1,852,934
2,852,345
3,852,679
4,852,638
0,388,556
1,388,144
2,388,600
3,388,795
0,173,647
1,173,922
2,173,389
3,173,448
4,173,582
5,173,702
6,173,219
0,823,640
1,823,610
2,823,147
3,823,732
4,823,976
5,823,562
0,626,172
1,626,252
2,626,372
3,626,336
4,626,584
0,502,259
1,502,288
2,502,883
0,928,727
1,928,602
2,928,331
3,928,954
4,928,139
5,928,623
6,928,920
0,904,747
1,904,308
2,904,15
3,904,797
4,904,437
5,904,350
6,904,86
7,904,955
0,442,733
1,442,455
2,442,396
3,442,896
4,442,691
0,39,750
0,138,593
1,138,468
2,138,263
3,138,418
4,138,455
0,773,898
1,773,66
2,773,385
3,773,362
0,962,480
1,962,341
2,962,777
3,962,908
4,962,967
0,390,602
1,390,331
2,390,614
3,390,801
4,390,623
5,390,920
0,356,556
1,356,144
2,356,600
3,356,795
0,433,96
1,433,336
2,433,546
0,84,556
1,84,144
2,84,600
3,84,795
0,942,240
1,942,601
2,942,197
3,942,391
4,942,856
5,942,215
6,942,697
7,942,102
0,110,448
1,110,987
2,110,934
3,110,345
4,110,679
0,698,602
1,698,614
2,698,83
3,698,801
4,698,920
0,800,592
1,800,441
0,370,500
1,370,539
0,447,733
1,447,396
2,447,896
0,342,521
1,342,189
2,342,909
3,342,64
0,413,592
1,413,441
0,97,607
1,97,733
2,97,396
3,97,896
4,97,691
0,90,837
0,157,590
1,157,379
2,157,458
0,499,747
1,499,634
2,499,15
3,499,437
4,499,219
5,499,47
6,499,86
7,499,604
0,762,898
1,762,66
2,762,385
3,762,362
0,41,790
1,41,429
2,41,504
3,41,166
4,41,259
5,41,708
6,41,221
0,886,418
1,886,770
0,2,172
1,2,252
2,2,372
3,2,336
4,2,584
0,133,410
1,133,96
2,133,58
3,133,393
4,133,546
0,40,144
1,40,600
2,40,795
0,440,727
1,440,602
2,440,124
3,440,331
4,440,954
5,440,139
6,440,577
7,440,623
0,126,640
1,126,610
2,126,147
3,126,976
4,126,562
0,629,779
1,629,211
2,629,258
0,290,664
1,290,288
2,290,883
0,669,462
1,669,369
2,669,539
0,23,602
1,23,614
2,23,83
3,23,801
4,23,623
5,23,920
0,957,790
1,957,429
2,957,504
3,957,166
4,957,259
5,957,708
6,957,221
0,877,480
1,877,537
2,877,341
3,877,908
4,877,967
0,363,83
1,363,801
2,363,995
3,363,920
0,740,556
1,740,144
2,740,600
3,740,795
0,423,82
1,423,592
2,423,441
0,620,537
1,620,630
2,620,341
3,620,613
0,729,747
1,729,308
2,729,15
3,729,797
4,729,437
5,729,350
6,729,86
7,729,955
0,476,733
1,476,396
2,476,896
0,810,601
1,810,197
2,810,856
3,810,215
4,810,697
5,810,873
6,810,102
0,232,252
1,232,898
2,232,66
3,232,372
4,232,336
5,232,584
0,970,82
1,970,267
2,970,934
3,970,526
4,970,638
0,358,640
1,358,885
2,358,610
3,358,723
4,358,732
5,358,976
0,352,521
1,352,189
2,352,909
3,352,64
0,162,611
1,162,747
2,162,308
3,162,15
4,162,797
5,162,437
6,162,350
7,162,86
8,162,955
0,947,767
1,947,770
0,490,124
1,490,842
2,490,410
3,490,954
4,490,139
5,490,577
6,490,58
0,906,258
1,906,312
2,906,347
3,906,487
0,838,369
1,838,576
0,551,801
1,551,995
0,686,647
1,686,922
2,686,634
3,686,582
4,686,702
5,686,219
6,686,47
7,686,86
0,98,144
1,98,866
2,98,600
3,98,795
0,233,601
1,233,783
2,233,856
3,233,873
4,233,836
0,992,124
1,992,842
2,992,410
3,992,954
4,992,577
5,992,58
6,992,393
0,201,790
1,201,429
2,201,504
3,201,831
4,201,166
5,201,259
6,201,708
7,201,221
0,678,866
1,678,276
2,678,69
0,776,523
1,776,480
2,776,777
3,776,967
0,220,837
0,406,251
1,406,898
2,406,66
3,406,385
4,406,372
0,202,833
0,93,480
1,93,537
2,93,630
3,93,341
4,93,908
0,830,359
1,830,866
2,830,600
3,830,276
4,830,69
0,325,612
0,682,448
1,682,934
2,682,345
3,682,526
4,682,679
0,820,161
1,820,259
2,820,664
3,820,288
4,820,883
0,264,790
1,264,429
2,264,504
3,264,831
4,264,611
5,264,797
6,264,350
7,264,708
8,264,955
9,264,221
0,303,550
1,303,664
2,303,288
0,176,733
1,176,396
2,176,896
3,176,691
0,564,296
0,997,885
1,997,783
2,997,723
3,997,732
4,997,976
0,8,539
0,6,418
1,6,770
0,493,590
1,493,379
2,493,458
0,241,592
1,241,441
0,479,448
1,479,934
2,479,345
3,479,526
4,479,679
0,481,790
1,481,429
2,481,504
3,481,831
4,481,611
5,481,259
6,481,350
7,481,708
8,481,955
9,481,221
0,943,448
1,943,987
2,943,934
3,943,345
4,943,679
0,79,779
1,79,211
2,79,258
0,506,359
1,506,866
2,506,600
3,506,276
4,506,69
0,741,550
1,741,664
2,741,288
3,741,883
0,109,647
1,109,922
2,109,389
3,109,448
4,109,582
5,109,702
6,109,219
0,30,124
1,30,331
2,30,842
3,30,410
4,30,954
5,30,139
6,30,577
7,30,58
0,434,252
1,434,898
2,434,66
3,434,372
4,434,336
5,434,584
0,843,82
1,843,267
2,843,526
3,843,592
4,843,399
0,52,611
1,52,747
2,52,308
3,52,15
4,52,797
5,52,437
6,52,350
7,52,86
8,52,955
0,513,837
0,159,124
1,159,331
2,159,842
3,159,954
4,159,139
5,159,577
6,159,623
0,781,842
1,781,410
2,781,954
3,781,577
4,781,58
5,781,393
0,376,556
1,376,144
2,376,600
3,376,795
0,384,658
0,101,556
1,101,144
2,101,600
3,101,795
0,567,733
1,567,396
2,567,896
3,567,691
0,246,640
1,246,610
2,246,147
3,246,732
4,246,976
5,246,562
0,699,124
1,699,331
2,699,842
3,699,954
4,699,139
5,699,577
6,699,623
7,699,393
0,422,240
1,422,601
2,422,197
3,422,550
4,422,391
5,422,215
6,422,697
7,422,102
0,21,733
1,21,455
2,21,896
3,21,691
0,71,640
1,71,610
2,71,147
3,71,732
4,71,976
5,71,562
0,847,504
1,847,831
2,847,611
3,847,747
4,847,308
5,847,797
6,847,437
7,847,350
8,847,708
9,847,86
0,165,462
1,165,369
2,165,576
0,792,790
1,792,429
2,792,504
3,792,831
4,792,611
5,792,797
6,792,350
7,792,708
8,792,955
9,792,221
0,256,607
1,256,455
2,256,691
0,960,995
0,453,607
1,453,455
2,453,691
0,432,727
1,432,602
2,432,124
3,432,331
4,432,954
5,432,139
6,432,623
0,260,441
0,964,750
0,436,147
1,436,562
0,696,161
1,696,259
2,696,288
3,696,883
0,641,634
1,641,15
2,641,797
3,641,437
4,641,47
5,641,86
6,641,604
0,994,866
1,994,276
2,994,69
0,329,664
1,329,288
2,329,883
0,427,790
1,427,429
2,427,166
3,427,259
4,427,221
5,427,883
0,579,240
1,579,601
2,579,197
3,579,391
4,579,856
5,579,215
6,579,697
7,579,102
0,635,647
1,635,922
2,635,634
3,635,448
4,635,582
5,635,702
6,635,219
7,635,987
0,51,80
1,51,73
0,209,647
1,209,922
2,209,389
3,209,448
4,209,582
5,209,702
6,209,219
0,785,842
1,785,410
2,785,954
3,785,577
4,785,58
5,785,393
0,730,292
0,179,837
0,530,556
1,530,144
2,530,251
3,530,795
4,530,385
5,530,362
0,160,767
0,930,801
1,930,995
0,816,647
1,816,922
2,816,634
3,816,437
4,816,582
5,816,702
6,816,219
7,816,47
0,229,500
1,229,521
2,229,909
3,229,64
0,67,161
1,67,550
2,67,391
3,67,664
4,67,483
0,882,898
1,882,66
2,882,372
3,882,584
0,218,462
1,218,369
2,218,539
0,392,189
1,392,909
0,408,521
1,408,189
2,408,909
3,408,64
0,798,640
1,798,610
2,798,147
3,798,732
4,798,976
5,798,562
0,119,359
1,119,866
2,119,600
3,119,276
4,119,69
0,122,83
1,122,801
2,122,995
3,122,920
0,178,842
1,178,410
2,178,96
3,178,577
4,178,58
5,178,393
0,404,767
0,24,336
1,24,546
0,216,500
0,498,634
1,498,15
2,498,797
3,498,437
4,498,47
5,498,86
6,498,604
0,223,462
1,223,369
2,223,576
0,905,161
1,905,259
2,905,288
3,905,883
0,145,480
1,145,537
2,145,341
3,145,908
4,145,967
0,380,898
1,380,66
2,380,385
3,380,362
0,377,783
1,377,723
2,377,856
3,377,873
4,377,836
0,892,252
1,892,898
2,892,66
3,892,372
4,892,584
0,270,455
1,270,691
